trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-mesh,5,1850,1817,2,5,true
2,adaptive-prasle-mesh,5,2007,2127,2,5,true
3,adaptive-prasle-mesh,5,1832,1910,2,5,true
4,adaptive-prasle-mesh,5,2564,1767,2,5,true
5,adaptive-prasle-mesh,5,1969,2463,2,5,true
6,adaptive-prasle-mesh,5,1872,2050,2,5,true
7,adaptive-prasle-mesh,5,1943,1824,2,5,true
8,adaptive-prasle-mesh,5,1767,2274,2,5,true
9,adaptive-prasle-mesh,5,1747,2205,2,5,true
10,adaptive-prasle-mesh,5,1971,1898,2,5,true
