trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,prasle,10,60,2983,62861,2861
2,prasle,10,60,2929,62802,2802
3,prasle,10,60,3017,63399,3399
4,prasle,10,60,2935,62813,2813
5,prasle,10,60,3308,63186,3186
6,prasle,10,60,2800,62678,2678
7,prasle,10,60,2958,62835,2835
8,prasle,10,60,2987,62864,2864
9,prasle,10,60,3203,63080,3080
10,prasle,10,60,2938,62815,2815
11,prasle,10,60,2758,62636,2636
12,prasle,10,60,3065,62943,2943
13,prasle,10,60,3100,62978,2978
14,prasle,10,60,2850,62724,2724
15,prasle,10,60,2987,62861,2861
16,prasle,10,60,2798,62675,2675
17,prasle,10,60,3119,62996,2996
18,prasle,10,60,3285,63163,3163
19,prasle,10,60,3109,63510,3510
20,prasle,10,60,3046,62924,2924
21,prasle,10,60,3381,63263,3263
22,prasle,10,60,3273,63148,3148
23,prasle,10,60,3210,63178,3178
24,prasle,10,60,3389,63267,3267
25,prasle,10,60,2998,63186,3186
26,prasle,10,60,3556,63434,3434
27,prasle,10,60,3306,63336,3336
28,prasle,10,60,3104,63368,3368
29,prasle,10,60,2824,62702,2702
30,prasle,10,60,3166,63044,3044
31,prasle,10,60,3245,63123,3123
32,prasle,10,60,2993,62871,2871
33,prasle,10,60,3152,63030,3030
34,prasle,10,60,3193,63071,3071
35,prasle,10,60,3018,63213,3213
36,prasle,10,60,3203,63081,3081
37,prasle,10,60,3400,63278,3278
38,prasle,10,60,3020,62897,2897
39,prasle,10,60,2729,62607,2607
40,prasle,10,60,2898,62776,2776
41,prasle,10,60,3161,63034,3034
42,prasle,10,60,2836,62711,2711
43,prasle,10,60,2856,62732,2732
44,prasle,10,60,3229,63218,3218
45,prasle,10,60,3384,63262,3262
46,prasle,10,60,3160,63038,3038
47,prasle,10,60,3316,63194,3194
48,prasle,10,60,3123,62998,2998
49,prasle,10,60,3113,62990,2990
50,prasle,10,60,3283,63161,3161
51,prasle,10,60,3036,62914,2914
52,prasle,10,60,2943,62821,2821
53,prasle,10,60,3214,63092,3092
54,prasle,10,60,2904,62782,2782
55,prasle,10,60,3343,63217,3217
56,prasle,10,60,3112,62990,2990
57,prasle,10,60,2986,63099,3099
58,prasle,10,60,3202,63080,3080
59,prasle,10,60,3187,63139,3139
60,prasle,10,60,3097,62975,2975
61,prasle,10,60,3329,63233,3233
62,prasle,10,60,2807,62685,2685
63,prasle,10,60,3167,63045,3045
64,prasle,10,60,2993,62870,2870
65,prasle,10,60,3050,62926,2926
66,prasle,10,60,3255,63133,3133
67,prasle,10,60,3076,62954,2954
68,prasle,10,60,3032,62910,2910
69,prasle,10,60,3121,62999,2999
70,prasle,10,60,2893,62771,2771
71,prasle,10,60,3252,63130,3130
72,prasle,10,60,2909,63054,3054
73,prasle,10,60,2873,62750,2750
74,prasle,10,60,3235,63319,3319
75,prasle,10,60,2811,62689,2689
76,prasle,10,60,3226,63104,3104
77,prasle,10,60,3611,63489,3489
78,prasle,10,60,3254,63131,3131
79,prasle,10,60,3149,63026,3026
80,prasle,10,60,3053,62931,2931
81,prasle,10,60,2796,62674,2674
82,prasle,10,60,3129,63006,3006
83,prasle,10,60,3026,62904,2904
84,prasle,10,60,2887,62765,2765
85,prasle,10,60,2834,62710,2710
86,prasle,10,60,2790,62667,2667
87,prasle,10,60,3239,63117,3117
88,prasle,10,60,2990,62868,2868
89,prasle,10,60,3292,63170,3170
90,prasle,10,60,3206,63083,3083
91,prasle,10,60,3130,63006,3006
92,prasle,10,60,2967,62844,2844
93,prasle,10,60,3222,63100,3100
94,prasle,10,60,3476,63354,3354
95,prasle,10,60,3400,63278,3278
96,prasle,10,60,3182,63060,3060
97,prasle,10,60,2877,63111,3111
98,prasle,10,60,3238,63116,3116
99,prasle,10,60,3211,63089,3089
100,prasle,10,60,3074,62951,2951
