trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,prasle-mesh,10,70,3320,NA
2,prasle-mesh,10,70,2844,NA
3,prasle-mesh,10,70,3131,NA
4,prasle-mesh,10,70,3212,NA
5,prasle-mesh,10,70,3108,NA
6,prasle-mesh,10,70,2883,NA
7,prasle-mesh,10,70,3116,NA
8,prasle-mesh,10,70,3274,NA
9,prasle-mesh,10,70,3093,NA
10,prasle-mesh,10,70,3038,NA
