trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle-mesh,50,75,1438,75016,16
2,adaptive-prasle-mesh,50,75,1601,75085,85
3,adaptive-prasle-mesh,50,75,1694,76241,1241
4,adaptive-prasle-mesh,50,75,1556,76103,1103
5,adaptive-prasle-mesh,50,75,1480,75022,22
6,adaptive-prasle-mesh,50,75,1729,76276,1276
7,adaptive-prasle-mesh,50,75,1681,76048,1048
8,adaptive-prasle-mesh,50,75,1661,75201,201
9,adaptive-prasle-mesh,50,75,1458,76005,1005
10,adaptive-prasle-mesh,50,75,1666,75061,61
