trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-ring,100,2795,2747,1,92,true
2,prasle-ring,100,2775,2986,29,85,true
3,prasle-ring,100,2796,2944,1,79,true
4,prasle-ring,100,2861,2729,31,71,true
5,prasle-ring,100,2959,2893,19,83,true
6,prasle-ring,100,2826,2851,50,93,true
7,prasle-ring,100,2883,2943,24,77,true
8,prasle-ring,100,2760,2720,40,51,true
9,prasle-ring,100,2743,2854,1,59,true
10,prasle-ring,100,2880,2810,26,74,true
