trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-line,50,3201,2921,15,42,true
2,prasle-line,50,2806,2838,1,32,true
3,prasle-line,50,3100,2924,24,46,true
4,prasle-line,50,3027,3032,21,33,true
5,prasle-line,50,2918,2804,24,43,true
6,prasle-line,50,2949,3080,1,37,true
7,prasle-line,50,2796,2999,16,48,true
8,prasle-line,50,2817,2959,22,32,true
9,prasle-line,50,2851,2930,19,35,true
10,prasle-line,50,2853,2824,20,37,true
