timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,rounds_completed,current_round,min_value,value_updates,broadcasts
10000,32,adaptive-prasle,5253,0,0,0,4,6,56,84,1,50,4747,2285,0,2,1,2,2,NORMAL,0,0,4,1,1,6
10206,6,adaptive-prasle,4012,0,0,0,5,7,70,98,1,50,6194,2285,0,2,0,3,3,NORMAL,0,0,5,1,1,8
10136,29,adaptive-prasle,4950,0,0,0,4,6,56,84,1,50,5186,2314,0,2,1,2,2,NORMAL,0,0,4,1,1,6
10218,17,adaptive-prasle,4437,0,0,0,5,7,70,98,1,50,5781,2337,0,2,1,3,3,NORMAL,0,0,5,1,1,8
10339,46,adaptive-prasle,5816,0,0,0,4,6,56,84,1,50,4523,2344,0,2,1,2,2,NORMAL,0,0,4,1,1,6
10191,38,adaptive-prasle,5228,0,0,0,4,6,56,84,1,50,4963,2268,0,2,1,2,2,NORMAL,0,0,4,1,1,6
10069,9,adaptive-prasle,3786,0,0,0,5,7,70,98,1,50,6283,2301,0,2,0,3,3,NORMAL,0,0,5,1,1,8
10409,23,adaptive-prasle,4741,0,0,0,5,7,70,98,1,50,5668,2255,0,2,1,3,3,NORMAL,0,0,5,1,1,8
10203,49,adaptive-prasle,5766,0,0,0,4,6,56,84,1,50,4437,2285,0,2,1,2,2,NORMAL,0,0,4,1,1,6
10354,14,adaptive-prasle,4271,0,0,0,5,7,70,98,1,50,6083,2323,0,2,0,3,3,NORMAL,0,0,5,1,1,8
10054,41,adaptive-prasle,5099,0,0,0,4,6,56,84,1,50,4955,2289,0,2,1,2,2,NORMAL,0,0,4,1,1,6
10476,43,adaptive-prasle,5471,0,0,0,4,6,56,84,1,50,5005,2312,0,2,1,2,2,NORMAL,0,0,4,1,1,6
10694,28,adaptive-prasle,4901,0,0,0,5,7,70,98,1,50,5793,2308,0,2,1,3,3,NORMAL,0,0,5,1,1,8
10272,26,adaptive-prasle,4302,0,0,0,5,7,70,98,1,50,5970,2311,0,2,1,3,3,NORMAL,0,0,5,1,1,8
10627,8,adaptive-prasle,3789,0,0,0,5,7,70,98,1,50,6838,2290,0,2,0,3,3,NORMAL,0,0,5,1,1,8
11021,31,adaptive-prasle,5206,0,0,0,5,7,70,98,1,50,5815,2285,0,2,1,3,3,NORMAL,0,0,5,1,1,8
10763,5,adaptive-prasle,3744,0,0,0,5,7,70,98,1,50,7019,2294,0,2,0,3,3,NORMAL,0,0,5,1,1,8
11048,10,adaptive-prasle,4208,0,0,0,5,7,70,98,1,50,6840,2362,0,2,0,3,3,NORMAL,0,0,5,1,1,8
11103,19,adaptive-prasle,4596,0,0,0,5,7,70,98,1,50,6507,2293,0,2,0,3,3,NORMAL,0,0,5,1,1,8
10490,11,adaptive-prasle,3641,0,0,0,5,7,70,98,1,50,6849,2329,0,2,0,3,3,NORMAL,0,0,5,1,1,8
11224,48,adaptive-prasle,6054,0,0,0,5,7,70,98,1,50,5170,2305,0,2,1,3,3,NORMAL,0,0,5,1,1,8
10545,20,adaptive-prasle,4009,0,0,0,5,7,70,98,1,50,6536,2275,0,2,0,3,3,NORMAL,0,0,5,1,1,8
10612,40,adaptive-prasle,5003,0,0,0,5,7,70,98,1,50,5609,2283,0,2,1,3,3,NORMAL,0,0,5,1,1,8
