trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,prasle-mesh,100,120,2860,120139,139
2,prasle-mesh,100,120,2835,120288,288
3,prasle-mesh,100,120,2858,120311,311
4,prasle-mesh,100,120,2758,120211,211
5,prasle-mesh,100,120,2806,120259,259
6,prasle-mesh,100,120,2773,120226,226
7,prasle-mesh,100,120,2819,120272,272
8,prasle-mesh,100,120,2726,120179,179
9,prasle-mesh,100,120,2753,120206,206
10,prasle-mesh,100,120,2792,120157,157
