trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,bully,50,75,4974,83003,8003
2,bully,50,75,4275,82303,7303
3,bully,50,75,4866,82121,7121
4,bully,50,75,4385,82185,7185
5,bully,50,75,4726,82762,7762
6,bully,50,75,5118,82103,7103
7,bully,50,75,5026,81175,6175
8,bully,50,75,4545,82694,7694
9,bully,50,75,4340,82350,7350
10,bully,50,75,4591,82608,7608
11,bully,50,75,4427,82432,7432
12,bully,50,75,4916,82942,7942
13,bully,50,75,4986,81113,6113
14,bully,50,75,4883,81034,6034
15,bully,50,75,4129,81402,6402
16,bully,50,75,4970,82992,7992
17,bully,50,75,4199,82348,7348
18,bully,50,75,5205,81805,6805
19,bully,50,75,4563,82577,7577
20,bully,50,75,4702,82747,7747
21,bully,50,75,5285,81677,6677
22,bully,50,75,5220,81407,6407
23,bully,50,75,4906,82927,7927
24,bully,50,75,4092,81540,6540
25,bully,50,75,5296,81311,6311
26,bully,50,75,4597,82228,7228
27,bully,50,75,4816,81808,6808
28,bully,50,75,4156,82763,7763
29,bully,50,75,5423,81467,6467
30,bully,50,75,5145,81154,6154
31,bully,50,75,5308,81628,6628
32,bully,50,75,4312,82404,7404
33,bully,50,75,5236,81969,6969
34,bully,50,75,4344,81828,6828
35,bully,50,75,5152,81760,6760
36,bully,50,75,4736,82814,7814
37,bully,50,75,4415,82432,7432
38,bully,50,75,4852,82885,7885
39,bully,50,75,5761,82645,7645
40,bully,50,75,5055,81070,6070
41,bully,50,75,4992,82005,7005
42,bully,50,75,4511,82524,7524
43,bully,50,75,4709,82948,7948
44,bully,50,75,4839,82854,7854
45,bully,50,75,4542,82584,7584
46,bully,50,75,4781,81259,6259
47,bully,50,75,4932,82966,7966
48,bully,50,75,4376,82203,7203
49,bully,50,75,4769,81657,6657
50,bully,50,75,4376,82386,7386
51,bully,50,75,5467,81472,6472
52,bully,50,75,5350,82614,7614
53,bully,50,75,4625,82630,7630
54,bully,50,75,5579,82822,7822
55,bully,50,75,5334,81796,6796
56,bully,50,75,5438,81458,6458
57,bully,50,75,4882,82917,7917
58,bully,50,75,4890,82933,7933
59,bully,50,75,4202,81726,6726
60,bully,50,75,5315,81724,6724
61,bully,50,75,4440,82464,7464
62,bully,50,75,5052,81061,6061
63,bully,50,75,4726,82765,7765
64,bully,50,75,4882,82926,7926
65,bully,50,75,5148,81174,6174
66,bully,50,75,5390,82621,7621
67,bully,50,75,4460,82486,7486
68,bully,50,75,4303,82328,7328
69,bully,50,75,4470,82483,7483
70,bully,50,75,4188,82317,7317
71,bully,50,75,5119,81164,6164
72,bully,50,75,5163,81189,6189
73,bully,50,75,4865,81324,6324
74,bully,50,75,5430,81852,6852
75,bully,50,75,4554,82589,7589
76,bully,50,75,5124,82448,7448
77,bully,50,75,4565,81604,6604
78,bully,50,75,5487,81519,6519
79,bully,50,75,5020,82011,7011
80,bully,50,75,4892,82909,7909
81,bully,50,75,4209,81990,6990
82,bully,50,75,5322,81345,6345
83,bully,50,75,4328,81595,6595
84,bully,50,75,6119,82154,7154
85,bully,50,75,4979,83019,8019
86,bully,50,75,4592,82778,7778
87,bully,50,75,5488,81818,6818
88,bully,50,75,4705,82188,7188
89,bully,50,75,5041,81059,6059
90,bully,50,75,4743,82760,7760
91,bully,50,75,4900,82007,7007
92,bully,50,75,4370,82208,7208
93,bully,50,75,4542,82020,7020
94,bully,50,75,4731,82752,7752
95,bully,50,75,4582,82622,7622
96,bully,50,75,4805,82958,7958
97,bully,50,75,5414,81751,6751
98,bully,50,75,5166,82051,7051
99,bully,50,75,5391,81781,6781
100,bully,50,75,5266,81561,6561
