trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-line,10,2333,2274,5,10,true
2,adaptive-prasle-line,10,1956,2086,5,10,true
3,adaptive-prasle-line,10,1680,2278,5,10,true
4,adaptive-prasle-line,10,1493,1943,5,10,true
5,adaptive-prasle-line,10,1914,2252,5,10,true
6,adaptive-prasle-line,10,1595,2489,5,10,true
7,adaptive-prasle-line,10,2271,1969,5,10,true
8,adaptive-prasle-line,10,2064,1736,5,10,true
9,adaptive-prasle-line,10,1717,1966,5,10,true
10,adaptive-prasle-line,10,1927,2196,5,10,true
