trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,ring,10,60,2405,70730,10730
2,ring,10,60,2116,70415,10415
3,ring,10,60,1444,71800,11800
4,ring,10,60,2405,70806,10806
5,ring,10,60,2487,70943,10943
6,ring,10,60,2890,71246,11246
7,ring,10,60,2765,71184,11184
8,ring,10,60,3271,NA,NA
9,ring,10,60,1614,71953,11953
10,ring,10,60,1914,72400,12400
