trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle,100,1513,1626,50,100,true
2,adaptive-prasle,100,1474,1541,50,100,true
3,adaptive-prasle,100,1702,1467,50,100,true
4,adaptive-prasle,100,1695,1692,50,100,true
5,adaptive-prasle,100,1580,1644,50,100,true
6,adaptive-prasle,100,1862,1623,50,100,true
7,adaptive-prasle,100,1768,1557,50,100,true
8,adaptive-prasle,100,1647,1676,50,100,true
9,adaptive-prasle,100,1458,1644,50,100,true
10,adaptive-prasle,100,1900,1631,50,100,true
