timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,rounds_completed,current_round,min_value,value_updates,broadcasts
1509,1,adaptive-prasle,1509,1,0,0,1,2,14,28,1,1,0,1509,0,2,0,0,0,LEADER,1,0,0,0,0,1
1877,5,adaptive-prasle,1877,1,0,0,1,3,14,42,1,1,0,1877,0,2,0,0,0,NORMAL,0,0,0,0,0,1
1952,2,adaptive-prasle,1952,1,0,0,1,3,14,42,1,1,0,1952,0,2,0,0,0,NORMAL,0,0,0,0,0,1
2516,3,adaptive-prasle,2516,1,0,0,1,4,14,56,1,1,0,2516,0,2,0,0,0,NORMAL,0,0,0,0,0,1
2373,4,adaptive-prasle,2373,1,0,0,1,4,14,56,1,1,0,2373,0,2,0,0,0,NORMAL,0,0,0,0,0,1
2983,5,adaptive-prasle,1877,1,0,0,1,4,14,56,1,1,1106,1877,0,2,0,0,0,NORMAL,0,0,0,0,0,1
3293,4,adaptive-prasle,2373,1,0,0,1,4,14,56,1,1,920,2373,0,2,0,0,0,NORMAL,0,0,0,0,0,1
4040,1,adaptive-prasle,1509,1,0,0,1,4,14,56,1,1,2531,1509,0,2,0,0,0,LEADER,1,0,0,0,0,1
3802,3,adaptive-prasle,2516,1,0,0,1,4,14,56,1,1,1286,2516,0,2,0,0,0,NORMAL,0,0,0,0,0,1
4089,5,adaptive-prasle,1877,1,0,0,1,4,14,56,1,1,2212,1877,0,2,0,0,0,NORMAL,0,0,0,0,0,1
4214,4,adaptive-prasle,2373,1,0,0,2,5,28,70,1,1,1841,2373,0,2,0,0,0,NORMAL,0,0,0,0,0,2
4550,2,adaptive-prasle,1952,1,0,0,2,6,28,84,1,1,2598,1952,0,2,0,0,0,NORMAL,0,0,0,0,0,2
5089,3,adaptive-prasle,2516,1,0,0,2,8,28,112,1,1,2573,2516,0,2,0,0,0,NORMAL,0,0,0,0,0,2
