trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,prasle,5,60,4025,63903,3903
2,prasle,5,60,3572,63450,3450
3,prasle,5,60,4015,63893,3893
4,prasle,5,60,3165,63189,3189
5,prasle,5,60,3093,63058,3058
6,prasle,5,60,3074,62952,2952
7,prasle,5,60,2929,62807,2807
8,prasle,5,60,3589,63467,3467
9,prasle,5,60,3659,63537,3537
10,prasle,5,60,3597,63475,3475
