trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-mesh,10,2299,2118,5,10,true
2,adaptive-prasle-mesh,10,1548,1951,5,10,true
3,adaptive-prasle-mesh,10,2148,1784,5,10,true
4,adaptive-prasle-mesh,10,2323,2114,5,10,true
5,adaptive-prasle-mesh,10,1627,1615,5,10,true
6,adaptive-prasle-mesh,10,1761,1673,5,10,true
7,adaptive-prasle-mesh,10,1522,2186,5,10,true
8,adaptive-prasle-mesh,10,1858,1963,5,10,true
9,adaptive-prasle-mesh,10,1805,1963,5,10,true
10,adaptive-prasle-mesh,10,1807,2100,5,10,true
