trial,algorithm,node_count,convergence_time_ms
1,prasle-ring,10,3331
11,prasle-ring,10,2874
2,prasle-ring,10,3286
5,prasle-ring,10,3177
3,prasle-ring,10,3100
9,prasle-ring,10,3257
13,prasle-ring,10,3033
12,prasle-ring,10,3100
7,prasle-ring,10,3613
10,prasle-ring,10,3153
4,prasle-ring,10,2855
6,prasle-ring,10,3081
14,prasle-ring,10,2895
8,prasle-ring,10,2765
15,prasle-ring,10,2889
16,prasle-ring,10,3109
17,prasle-ring,10,3096
18,prasle-ring,10,3306
19,prasle-ring,10,2775
20,prasle-ring,10,3015
24,prasle-ring,10,2862
21,prasle-ring,10,2894
23,prasle-ring,10,3309
22,prasle-ring,10,3024
25,prasle-ring,10,2965
26,prasle-ring,10,3503
27,prasle-ring,10,2910
29,prasle-ring,10,3156
28,prasle-ring,10,2913
30,prasle-ring,10,2825
33,prasle-ring,10,2923
32,prasle-ring,10,3131
34,prasle-ring,10,2944
31,prasle-ring,10,2837
35,prasle-ring,10,2941
36,prasle-ring,10,3312
37,prasle-ring,10,3325
38,prasle-ring,10,2870
41,prasle-ring,10,3256
39,prasle-ring,10,2941
40,prasle-ring,10,2960
42,prasle-ring,10,2876
43,prasle-ring,10,3523
45,prasle-ring,10,2912
44,prasle-ring,10,3035
46,prasle-ring,10,2808
47,prasle-ring,10,3017
49,prasle-ring,10,3207
48,prasle-ring,10,3450
50,prasle-ring,10,3202
51,prasle-ring,10,2801
53,prasle-ring,10,3205
55,prasle-ring,10,3052
52,prasle-ring,10,3091
56,prasle-ring,10,2955
57,prasle-ring,10,3261
54,prasle-ring,10,2901
60,prasle-ring,10,3203
58,prasle-ring,10,3199
59,prasle-ring,10,2992
61,prasle-ring,10,3036
63,prasle-ring,10,2812
62,prasle-ring,10,3405
64,prasle-ring,10,3055
65,prasle-ring,10,3123
66,prasle-ring,10,3082
67,prasle-ring,10,3203
68,prasle-ring,10,2944
71,prasle-ring,10,3187
70,prasle-ring,10,3331
69,prasle-ring,10,3047
73,prasle-ring,10,2875
72,prasle-ring,10,3072
74,prasle-ring,10,3307
75,prasle-ring,10,3272
76,prasle-ring,10,3180
77,prasle-ring,10,2960
78,prasle-ring,10,2924
80,prasle-ring,10,2930
81,prasle-ring,10,2960
79,prasle-ring,10,2813
82,prasle-ring,10,3154
84,prasle-ring,10,3311
83,prasle-ring,10,3464
85,prasle-ring,10,3122
86,prasle-ring,10,2819
89,prasle-ring,10,3267
88,prasle-ring,10,2796
87,prasle-ring,10,3188
90,prasle-ring,10,3205
92,prasle-ring,10,2956
91,prasle-ring,10,2984
93,prasle-ring,10,3133
94,prasle-ring,10,3121
95,prasle-ring,10,2833
96,prasle-ring,10,3348
97,prasle-ring,10,3268
98,prasle-ring,10,2922
99,prasle-ring,10,3085
100,prasle-ring,10,3078
