timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,energest_cpu,energest_lpm,energest_tx,energest_rx,elections_won,elections_lost,msg_election_sent,msg_answer_sent,msg_coordinator_sent,msg_alive_sent,msg_election_recv,msg_answer_recv,msg_coordinator_recv,msg_alive_recv,duplicates_filtered,invalid_coordinators,coordinator_reannouncements,alive_adoptions
2843,3,bully,2843,1,1,2843,3,2,18,12,1,1,0,2843,0,2,0,0,0,NORMAL,0,2843000,0,5984,2837016,3,2,2,5,3,0,2,0,0,0,0,0,0,0
2958,1,bully,2958,1,1,2958,3,4,18,24,1,1,0,2958,0,2,0,0,0,LEADER,1,2958000,0,5984,2952016,4,1,4,1,3,0,4,0,0,0,0,0,0,0
3400,2,bully,3400,1,1,3400,3,8,18,48,1,1,0,3400,0,2,0,0,0,NORMAL,0,3400000,0,5984,3394016,3,2,3,3,3,0,8,0,0,0,0,0,0,0
3264,5,bully,3264,1,1,3264,3,6,18,36,1,1,0,3264,0,2,0,0,0,NORMAL,0,3264000,0,5984,3258016,3,2,3,4,3,0,6,0,0,0,0,0,0,0
3285,4,bully,3285,1,1,3285,3,8,18,48,1,1,0,3285,0,2,0,0,0,NORMAL,0,3285000,0,5984,3279016,3,2,4,2,3,0,8,0,0,0,0,0,0,0
5146,3,bully,2843,1,1,2843,6,5,36,30,1,1,2303,2843,0,2,0,0,0,NORMAL,0,5146000,0,14960,5131040,3,1,5,5,6,0,5,0,0,0,0,0,0,0
5261,1,bully,2958,1,1,2958,6,10,36,60,1,1,2303,2958,0,2,0,0,0,LEADER,1,5261000,0,14960,5246040,4,1,7,1,6,0,10,0,0,0,0,0,0,0
5703,2,bully,3400,1,1,3400,6,17,36,102,1,1,2303,3400,0,2,0,0,0,NORMAL,0,5703000,0,14960,5688040,3,1,6,3,6,0,17,0,0,0,0,0,0,0
5567,5,bully,3264,1,1,3264,6,12,36,72,1,1,2303,3264,0,2,0,0,0,NORMAL,0,5567000,0,14960,5552040,3,1,6,4,6,0,12,0,0,0,0,0,0,0
5588,4,bully,3285,1,1,3285,6,14,36,84,1,1,2303,3285,0,2,0,0,0,NORMAL,0,5588000,0,14960,5573040,3,1,7,2,6,0,14,0,0,0,0,0,0,0
7449,3,bully,2843,1,1,2843,9,8,54,48,1,1,4606,2843,0,2,0,0,0,NORMAL,0,7449000,0,23936,7425064,3,1,8,5,9,0,8,0,0,0,0,0,0,0
7564,1,bully,2958,1,1,2958,9,16,54,96,1,1,4606,2958,0,2,0,0,0,LEADER,1,7564000,0,23936,7540064,4,1,10,1,9,0,16,0,0,0,0,0,0,0
8006,2,bully,3400,1,1,3400,9,27,54,162,1,1,4606,3400,0,2,0,0,0,NORMAL,0,8006000,0,23936,7982064,3,1,9,3,9,0,27,0,0,0,0,0,0,0
7870,5,bully,3264,1,1,3264,9,18,54,108,1,1,4606,3264,0,2,0,0,0,NORMAL,0,7870000,0,23936,7846064,3,1,9,4,9,0,18,0,0,0,0,0,0,0
7891,4,bully,3285,1,1,3285,9,20,54,120,1,1,4606,3285,0,2,0,0,0,NORMAL,0,7891000,0,23936,7867064,3,1,10,2,9,0,20,0,0,0,0,0,0,0
9752,3,bully,2843,1,2,12595,12,11,72,66,1,1,6909,2843,0,3,0,0,0,NORMAL,0,9752000,0,32912,9719088,3,2,3,8,12,0,11,0,0,0,0,0,0,0
9867,1,bully,2958,1,2,12825,12,22,72,132,1,1,6909,2958,0,3,0,0,0,LEADER,1,9867000,0,32912,9834088,4,1,4,2,12,0,22,0,0,0,0,0,0,0
10308,2,bully,3400,1,2,13708,12,35,72,210,1,1,6908,3400,0,3,0,0,0,NORMAL,0,10308000,0,32912,10275088,3,2,3,6,12,0,35,0,0,0,0,0,0,0
10173,5,bully,3264,1,2,13437,12,24,72,144,1,1,6909,3264,0,3,0,0,0,NORMAL,0,10173000,0,32912,10140088,3,2,3,7,12,0,24,0,0,0,0,0,0,0
10194,4,bully,3285,1,2,13479,12,26,72,156,1,1,6909,3285,0,3,0,0,0,NORMAL,0,10194000,0,32912,10161088,3,2,3,5,12,0,26,0,0,0,0,0,0,0
12055,3,bully,2843,1,2,12595,15,14,90,84,1,1,9212,2843,0,3,0,0,0,NORMAL,0,12055000,0,41888,12013112,3,1,6,8,15,0,14,0,0,0,0,0,0,0
