trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,adaptive-prasle-mesh,5,50,2393,NA
2,adaptive-prasle-mesh,5,50,1823,NA
3,adaptive-prasle-mesh,5,50,2205,NA
4,adaptive-prasle-mesh,5,50,2282,NA
5,adaptive-prasle-mesh,5,50,1844,NA
6,adaptive-prasle-mesh,5,50,1864,NA
7,adaptive-prasle-mesh,5,50,1727,NA
8,adaptive-prasle-mesh,5,50,1958,NA
9,adaptive-prasle-mesh,5,50,2003,NA
10,adaptive-prasle-mesh,5,50,2546,NA
