trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,prasle,5,50,3173,NA
2,prasle,5,50,3186,NA
3,prasle,5,50,3377,NA
4,prasle,5,50,3364,NA
5,prasle,5,50,3126,NA
6,prasle,5,50,3485,NA
7,prasle,5,50,3560,NA
8,prasle,5,50,3150,NA
9,prasle,5,50,3109,NA
10,prasle,5,50,3291,NA
