trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,prasle-mesh,100,120,2811,120264,264
2,prasle-mesh,100,120,2855,120308,308
3,prasle-mesh,100,120,2783,120236,236
4,prasle-mesh,100,120,2838,120291,291
5,prasle-mesh,100,120,2873,120126,126
6,prasle-mesh,100,120,2723,120176,176
7,prasle-mesh,100,120,2810,120263,263
8,prasle-mesh,100,120,2738,120191,191
9,prasle-mesh,100,120,2762,120040,40
10,prasle-mesh,100,120,2854,120242,242
