trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle,50,1596,1533,25,50,true
2,adaptive-prasle,50,1869,1662,25,50,true
3,adaptive-prasle,50,1495,1773,25,50,true
4,adaptive-prasle,50,1851,1580,25,50,true
5,adaptive-prasle,50,1673,1734,25,50,true
6,adaptive-prasle,50,1984,1529,25,50,true
7,adaptive-prasle,50,1486,1519,25,50,true
8,adaptive-prasle,50,1820,1685,25,50,true
9,adaptive-prasle,50,1941,1672,25,50,true
10,adaptive-prasle,50,1634,1596,25,50,true
