trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-line,50,1605,1849,25,50,true
2,adaptive-prasle-line,50,1672,1631,25,50,true
3,adaptive-prasle-line,50,1553,1481,25,50,true
4,adaptive-prasle-line,50,1507,1546,25,50,true
5,adaptive-prasle-line,50,1748,1821,25,50,true
6,adaptive-prasle-line,50,1521,1723,25,50,true
7,adaptive-prasle-line,50,1549,1589,25,50,true
8,adaptive-prasle-line,50,1548,1910,25,50,true
9,adaptive-prasle-line,50,1601,1536,25,50,true
10,adaptive-prasle-line,50,1817,1750,25,50,true
