trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-mesh,10,2026,1908,5,10,true
2,adaptive-prasle-mesh,10,2198,1705,5,10,true
3,adaptive-prasle-mesh,10,2316,1966,5,10,true
4,adaptive-prasle-mesh,10,2256,2157,5,10,true
5,adaptive-prasle-mesh,10,2121,1823,5,10,true
6,adaptive-prasle-mesh,10,2284,1564,5,10,true
7,adaptive-prasle-mesh,10,1676,2032,5,10,true
8,adaptive-prasle-mesh,10,1881,2070,5,10,true
9,adaptive-prasle-mesh,10,2018,1841,5,10,true
10,adaptive-prasle-mesh,10,2379,1946,5,10,true
