trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,prasle-line,100,150,2748,152764,2764
2,prasle-line,100,150,2937,152707,2707
3,prasle-line,100,150,2768,152833,2833
4,prasle-line,100,150,2834,152785,2785
5,prasle-line,100,150,2848,152543,2543
6,prasle-line,100,150,2923,152806,2806
7,prasle-line,100,150,2771,152678,2678
8,prasle-line,100,150,2787,152531,2531
9,prasle-line,100,150,2782,153192,3192
10,prasle-line,100,150,2801,152798,2798
