trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle,100,1533,1671,50,100,true
2,adaptive-prasle,100,1757,1570,50,100,true
3,adaptive-prasle,100,1913,1596,50,100,true
4,adaptive-prasle,100,1712,1440,50,100,true
5,adaptive-prasle,100,1570,1554,50,100,true
6,adaptive-prasle,100,1792,1628,50,100,true
7,adaptive-prasle,100,1673,1703,50,100,true
8,adaptive-prasle,100,1566,1541,50,100,true
9,adaptive-prasle,100,1619,1667,50,100,true
10,adaptive-prasle,100,1591,1477,50,100,true
