trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,ring,10,NA,12573,5,8,true
2,ring,10,13000,NA,3,10,true
3,ring,10,13211,NA,3,10,true
4,ring,10,NA,NA,5,10,true
5,ring,10,13407,NA,3,10,true
6,ring,10,12421,NA,3,10,true
7,ring,10,NA,12776,5,8,true
8,ring,10,12766,12958,3,8,true
9,ring,10,12738,13325,3,8,true
10,ring,10,12665,13083,3,8,true
11,ring,10,12429,12815,3,8,true
12,ring,10,12907,12129,3,8,true
13,ring,10,12863,13382,3,8,true
14,ring,10,12998,13053,3,8,true
15,ring,10,12484,13706,3,8,true
16,ring,10,12883,13450,3,8,true
17,ring,10,NA,NA,5,10,true
18,ring,10,NA,13075,5,8,true
19,ring,10,NA,NA,5,10,true
20,ring,10,12795,12937,3,8,true
21,ring,10,NA,12843,5,8,true
22,ring,10,12943,13431,3,8,true
23,ring,10,12361,12784,3,8,true
24,ring,10,12815,NA,3,10,true
25,ring,10,NA,NA,5,10,true
26,ring,10,13378,NA,3,10,true
27,ring,10,12342,13358,3,8,true
28,ring,10,13528,NA,3,10,true
29,ring,10,NA,12620,5,8,true
30,ring,10,NA,12992,5,8,true
31,ring,10,13515,12961,3,8,true
32,ring,10,13314,12949,3,8,true
33,ring,10,13168,NA,3,10,true
34,ring,10,12589,NA,3,10,true
35,ring,10,13065,NA,3,10,true
36,ring,10,13079,NA,3,10,true
37,ring,10,NA,NA,5,10,true
38,ring,10,13344,12938,3,8,true
39,ring,10,NA,12818,5,8,true
40,ring,10,13355,NA,3,10,true
41,ring,10,12693,13003,3,8,true
42,ring,10,13600,12745,3,8,true
43,ring,10,NA,NA,5,10,true
44,ring,10,12333,NA,3,10,true
45,ring,10,NA,12141,5,8,true
46,ring,10,12982,13321,3,8,true
47,ring,10,12941,13416,3,8,true
48,ring,10,12320,12992,3,8,true
49,ring,10,NA,12780,5,8,true
50,ring,10,12249,12686,3,8,true
51,ring,10,NA,12668,5,8,true
52,ring,10,12967,NA,3,10,true
53,ring,10,NA,12495,5,8,true
54,ring,10,NA,12539,5,8,true
55,ring,10,13056,13001,3,8,true
56,ring,10,12642,NA,3,10,true
57,ring,10,12698,NA,3,10,true
58,ring,10,NA,NA,5,10,true
59,ring,10,12188,13339,3,8,true
60,ring,10,13412,13473,3,8,true
61,ring,10,13521,13558,3,8,true
62,ring,10,NA,NA,5,10,true
63,ring,10,NA,13276,5,8,true
64,ring,10,NA,12726,5,8,true
65,ring,10,12685,13076,3,8,true
66,ring,10,NA,12878,5,8,true
67,ring,10,13437,12773,3,8,true
68,ring,10,12929,NA,3,10,true
69,ring,10,NA,12976,5,8,true
70,ring,10,12122,12709,3,8,true
71,ring,10,13770,NA,3,10,true
72,ring,10,13334,12584,3,8,true
73,ring,10,12745,12774,3,8,true
74,ring,10,12568,NA,3,10,true
75,ring,10,NA,12774,5,8,true
76,ring,10,12956,12936,3,8,true
77,ring,10,13027,13287,3,8,true
78,ring,10,NA,NA,5,10,true
79,ring,10,NA,13056,5,8,true
80,ring,10,13409,13506,3,8,true
81,ring,10,12627,NA,3,10,true
82,ring,10,13601,NA,3,10,true
83,ring,10,13183,13463,3,8,true
84,ring,10,NA,NA,5,10,true
85,ring,10,NA,13292,5,8,true
86,ring,10,NA,NA,5,10,true
87,ring,10,NA,12947,5,8,true
88,ring,10,12265,NA,3,10,true
89,ring,10,NA,NA,5,10,true
90,ring,10,NA,NA,5,10,true
91,ring,10,NA,13051,5,8,true
92,ring,10,NA,12755,5,8,true
93,ring,10,13019,12234,3,8,true
94,ring,10,NA,13009,5,8,true
95,ring,10,12671,NA,3,10,true
96,ring,10,13108,13068,3,8,true
97,ring,10,12637,12410,3,8,true
98,ring,10,12240,13227,3,8,true
99,ring,10,NA,12866,5,8,true
100,ring,10,NA,12577,5,8,true
