trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-mesh,100,1583,1664,50,100,true
2,adaptive-prasle-mesh,100,1618,1511,50,100,true
3,adaptive-prasle-mesh,100,1615,1701,50,100,true
4,adaptive-prasle-mesh,100,1443,1579,50,100,true
5,adaptive-prasle-mesh,100,1631,1607,50,100,true
6,adaptive-prasle-mesh,100,1445,1487,50,100,true
7,adaptive-prasle-mesh,100,1676,1541,50,100,true
8,adaptive-prasle-mesh,100,1599,1568,50,100,true
9,adaptive-prasle-mesh,100,1588,1604,50,100,true
10,adaptive-prasle-mesh,100,1490,1763,50,100,true
