trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,5,2248,2309,2,5,true
2,adaptive-prasle-ring,5,1994,2001,2,5,true
3,adaptive-prasle-ring,5,1866,2223,2,5,true
4,adaptive-prasle-ring,5,1558,2659,2,5,true
5,adaptive-prasle-ring,5,2583,2520,2,5,true
6,adaptive-prasle-ring,5,1938,2306,2,5,true
7,adaptive-prasle-ring,5,2039,2566,2,5,true
8,adaptive-prasle-ring,5,2518,1880,2,5,true
9,adaptive-prasle-ring,5,2223,1941,2,5,true
10,adaptive-prasle-ring,5,2465,2292,2,5,true
