trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle-line,10,60,1684,61146,1146
2,adaptive-prasle-line,10,60,1847,61333,1333
3,adaptive-prasle-line,10,60,1636,63085,3085
4,adaptive-prasle-line,10,60,1792,63610,3610
5,adaptive-prasle-line,10,60,2113,69561,9561
6,adaptive-prasle-line,10,60,1612,65535,5535
7,adaptive-prasle-line,10,60,1950,62838,2838
8,adaptive-prasle-line,10,60,2047,60294,294
9,adaptive-prasle-line,10,60,2122,60537,537
10,adaptive-prasle-line,10,60,2077,61216,1216
