timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,energest_cpu,energest_lpm,energest_tx,energest_rx,elections_won,elections_lost,msg_election_sent,msg_answer_sent,msg_coordinator_sent,msg_alive_sent,msg_election_recv,msg_answer_recv,msg_coordinator_recv,msg_alive_recv,duplicates_filtered,invalid_coordinators,coordinator_reannouncements,alive_adoptions
1562,3,bully,1562,1,0,0,1,1,14,14,1,3,0,1562,0,2,0,0,0,LEADER,1,1562000,0,3248,1558752,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1627,10,bully,1627,1,0,0,1,0,14,0,1,10,0,1627,0,2,0,0,0,LEADER,1,1627000,0,3248,1623752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1900,4,bully,1900,1,0,0,1,1,14,14,1,3,0,1900,0,2,0,0,0,NORMAL,0,1900000,0,3248,1896752,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1896,9,bully,1896,1,0,0,2,1,28,14,1,7,0,1896,0,2,0,0,0,NORMAL,0,1896000,0,6496,1889504,0,0,2,0,0,0,1,0,0,0,0,0,0,0
2188,8,bully,2188,1,0,0,1,3,14,42,1,7,0,2188,0,2,0,0,0,NORMAL,0,2188000,0,3248,2184752,0,0,1,0,0,0,3,0,0,0,0,0,0,0
2168,7,bully,2168,1,0,0,2,2,28,28,1,6,0,2168,0,2,0,0,0,NORMAL,0,2168000,0,3248,2164752,0,0,2,0,0,0,2,0,0,0,0,0,0,0
2363,1,bully,2363,1,0,0,1,1,14,14,1,1,0,2363,0,2,0,0,0,LEADER,1,2363000,0,3248,2359752,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2270,6,bully,2270,1,0,0,2,3,28,42,1,3,0,2270,0,2,0,0,0,NORMAL,0,2270000,0,6496,2263504,0,0,2,0,0,0,3,0,0,0,0,0,0,0
2547,10,bully,1627,1,0,0,1,0,14,0,1,10,920,1627,0,2,0,0,0,LEADER,1,2547000,0,3248,2543752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2261,2,bully,2261,1,0,0,1,3,14,42,1,1,0,2261,0,2,0,0,0,NORMAL,0,2261000,0,3248,2257752,0,0,1,0,0,0,3,0,0,0,0,0,0,0
2535,5,bully,2535,1,0,0,1,3,14,42,1,3,0,2535,0,2,0,0,0,NORMAL,0,2535000,0,3248,2531752,0,0,1,0,0,0,3,0,0,0,0,0,0,0
2798,3,bully,1562,1,0,0,2,2,28,28,1,3,1236,1562,0,2,0,0,0,LEADER,1,2798000,0,6496,2791504,0,0,2,0,0,0,2,0,0,0,0,0,0,0
3242,8,bully,2188,1,0,0,3,6,42,84,1,7,1054,2188,0,2,0,0,0,NORMAL,0,3242000,0,6496,3235504,0,0,3,0,0,0,6,0,0,0,0,0,0,0
3467,10,bully,1627,1,0,0,1,0,14,0,1,10,1840,1627,0,2,0,0,0,LEADER,1,3467000,0,3248,3463752,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3813,6,bully,2270,1,0,0,3,5,42,70,1,3,1543,2270,0,2,0,0,0,NORMAL,0,3813000,0,6496,3806504,0,0,3,0,0,0,5,0,0,0,0,0,0,0
4264,1,bully,2363,1,0,0,1,1,14,14,1,1,1901,2363,0,2,0,0,0,LEADER,1,4264000,0,3248,4260752,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3919,2,bully,2261,1,0,0,1,3,14,42,1,1,1658,2261,0,2,0,0,0,NORMAL,0,3919000,0,3248,3915752,0,0,1,0,0,0,3,0,0,0,0,0,0,0
4032,5,bully,2535,1,0,0,2,5,28,70,1,3,1497,2535,0,2,0,0,0,NORMAL,0,4032000,0,6496,4025504,0,0,2,0,0,0,5,0,0,0,0,0,0,0
4388,10,bully,1627,1,0,0,2,0,28,0,1,10,2761,1627,0,3,0,0,0,LEADER,1,4388000,0,6496,4381504,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4495,7,bully,2168,1,0,0,4,6,56,84,1,6,2327,2168,0,2,0,0,0,NORMAL,0,4495000,0,9744,4485256,0,0,4,0,0,0,6,0,0,0,0,0,0,0
4911,4,bully,1900,1,0,0,2,4,28,56,1,3,3011,1900,0,2,0,0,0,NORMAL,0,4911000,0,6496,4904504,0,0,2,0,0,0,4,0,0,0,0,0,0,0
5308,10,bully,1627,1,0,0,2,0,28,0,1,10,3681,1627,0,3,0,0,0,LEADER,1,5308000,0,6496,5301504,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5706,8,bully,2188,1,0,0,4,8,56,112,1,7,3518,2188,0,2,0,0,0,NORMAL,0,5706000,0,9744,5696256,0,0,4,0,0,0,8,0,0,0,0,0,0,0
5587,9,bully,1896,1,0,0,5,4,70,56,1,7,3691,1896,0,2,0,0,0,NORMAL,0,5587000,0,12992,5574008,0,0,5,0,0,0,4,0,0,0,0,0,0,0
5719,3,bully,1562,1,0,0,2,3,28,42,1,3,4157,1562,0,2,0,0,0,LEADER,1,5719000,0,6496,5712504,0,0,2,0,0,0,3,0,0,0,0,0,0,0
5577,2,bully,2261,1,0,0,1,3,14,42,1,1,3316,2261,0,2,0,0,0,NORMAL,0,5577000,0,3248,5573752,0,0,1,0,0,0,3,0,0,0,0,0,0,0
5861,5,bully,2535,1,0,0,2,5,28,70,1,3,3326,2535,0,2,0,0,0,NORMAL,0,5861000,0,6496,5854504,0,0,2,0,0,0,5,0,0,0,0,0,0,0
6165,1,bully,2363,1,0,0,1,1,14,14,1,1,3802,2363,0,2,0,0,0,LEADER,1,6165000,0,3248,6161752,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6228,10,bully,1627,1,0,0,2,0,28,0,1,10,4601,1627,0,3,0,0,0,LEADER,1,6228000,0,6496,6221504,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7149,10,bully,1627,1,0,0,3,0,42,0,1,10,5522,1627,0,4,0,0,0,LEADER,1,7149000,0,9744,7139256,0,0,3,0,0,0,0,0,0,0,0,0,0,0
7231,6,bully,2270,1,0,0,3,7,42,98,1,3,4961,2270,0,2,0,0,0,NORMAL,0,7231000,0,9744,7221256,0,0,3,0,0,0,7,0,0,0,0,0,0,0
7436,2,bully,2261,1,0,0,3,4,42,56,1,1,5175,2261,0,3,0,0,0,NORMAL,0,7436000,0,9744,7426256,0,0,3,0,0,0,4,0,0,0,0,0,0,0
7691,5,bully,2535,1,0,0,3,5,42,70,2,5,5156,2535,0,3,0,0,0,LEADER,1,7691000,0,9744,7681256,0,0,3,0,0,0,5,0,0,0,0,0,0,0
8069,10,bully,1627,1,0,0,3,0,42,0,1,10,6442,1627,0,4,0,0,0,LEADER,1,8069000,0,9744,8059256,0,0,3,0,0,0,0,0,0,0,0,0,0,0
8198,1,bully,2363,1,0,0,2,3,28,42,1,1,5835,2363,0,3,0,0,0,LEADER,1,8198000,0,6496,8191504,0,0,2,0,0,0,3,0,0,0,0,0,0,0
8478,7,bully,2168,1,0,0,4,8,56,112,1,6,6310,2168,0,2,0,0,0,NORMAL,0,8478000,0,12992,8465008,0,0,4,0,0,0,8,0,0,0,0,0,0,0
9173,4,bully,1900,1,0,0,2,6,28,84,1,3,7273,1900,0,2,0,0,0,NORMAL,0,9173000,0,6496,9166504,0,0,2,0,0,0,6,0,0,0,0,0,0,0
8989,10,bully,1627,1,0,0,3,0,42,0,1,10,7362,1627,0,4,0,0,0,LEADER,1,8989000,0,9744,8979256,0,0,3,0,0,0,0,0,0,0,0,0,0,0
9712,8,bully,2188,1,0,0,5,9,70,126,2,1,7524,2188,0,3,0,0,0,NORMAL,0,9712000,0,16240,9695760,0,0,5,0,0,0,9,0,0,0,0,0,0,0
