trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle-line,5,60,2081,62583,2583
2,adaptive-prasle-line,5,60,1932,68347,8347
3,adaptive-prasle-line,5,60,1877,81821,21821
4,adaptive-prasle-line,5,60,1773,70100,10100
5,adaptive-prasle-line,5,60,1637,72622,12622
6,adaptive-prasle-line,5,60,1926,61093,1093
7,adaptive-prasle-line,5,60,1944,62827,2827
8,adaptive-prasle-line,5,60,1539,65376,5376
9,adaptive-prasle-line,5,60,1932,71538,11538
10,adaptive-prasle-line,5,60,1689,62403,2403
