trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-line,10,2099,2235,5,10,true
2,adaptive-prasle-line,10,1863,1551,5,10,true
3,adaptive-prasle-line,10,2323,2098,5,10,true
4,adaptive-prasle-line,10,2170,1568,5,10,true
5,adaptive-prasle-line,10,2157,1835,5,10,true
6,adaptive-prasle-line,10,1805,1839,5,10,true
7,adaptive-prasle-line,10,2368,1937,5,10,true
8,adaptive-prasle-line,10,2421,1800,5,10,true
9,adaptive-prasle-line,10,1663,2324,5,10,true
10,adaptive-prasle-line,10,2061,1792,5,10,true
11,adaptive-prasle-line,10,1621,2096,5,10,true
12,adaptive-prasle-line,10,2259,1684,5,10,true
13,adaptive-prasle-line,10,2195,1777,5,10,true
14,adaptive-prasle-line,10,1787,2363,5,10,true
15,adaptive-prasle-line,10,1882,2230,5,10,true
16,adaptive-prasle-line,10,2017,1677,5,10,true
17,adaptive-prasle-line,10,2248,1892,5,10,true
18,adaptive-prasle-line,10,2620,1723,5,10,true
19,adaptive-prasle-line,10,2418,2677,5,10,true
20,adaptive-prasle-line,10,2232,2056,5,10,true
21,adaptive-prasle-line,10,2316,1726,5,10,true
22,adaptive-prasle-line,10,1734,2165,5,10,true
23,adaptive-prasle-line,10,1566,2403,5,10,true
24,adaptive-prasle-line,10,1905,2005,5,10,true
25,adaptive-prasle-line,10,1541,2679,5,10,true
26,adaptive-prasle-line,10,2088,1815,5,10,true
27,adaptive-prasle-line,10,1856,1654,5,10,true
28,adaptive-prasle-line,10,1986,2679,5,10,true
29,adaptive-prasle-line,10,1967,1699,5,10,true
30,adaptive-prasle-line,10,1970,2673,5,10,true
31,adaptive-prasle-line,10,2074,2368,5,10,true
32,adaptive-prasle-line,10,2197,1961,5,10,true
33,adaptive-prasle-line,10,2453,2068,5,10,true
34,adaptive-prasle-line,10,2185,2160,5,10,true
35,adaptive-prasle-line,10,1680,1936,5,10,true
36,adaptive-prasle-line,10,1575,1977,5,10,true
37,adaptive-prasle-line,10,2061,1963,5,10,true
38,adaptive-prasle-line,10,2554,2058,5,10,true
39,adaptive-prasle-line,10,2369,2262,5,10,true
40,adaptive-prasle-line,10,2118,2518,5,10,true
41,adaptive-prasle-line,10,1998,2153,5,10,true
42,adaptive-prasle-line,10,2175,2080,5,10,true
43,adaptive-prasle-line,10,2333,1776,5,10,true
44,adaptive-prasle-line,10,2404,1891,5,10,true
45,adaptive-prasle-line,10,1982,1875,5,10,true
46,adaptive-prasle-line,10,2129,2214,5,10,true
47,adaptive-prasle-line,10,1842,1671,5,10,true
48,adaptive-prasle-line,10,1679,1819,5,10,true
49,adaptive-prasle-line,10,1969,1957,5,10,true
50,adaptive-prasle-line,10,1530,1834,5,10,true
51,adaptive-prasle-line,10,2034,2169,5,10,true
52,adaptive-prasle-line,10,1826,2093,5,10,true
53,adaptive-prasle-line,10,2568,2154,5,10,true
54,adaptive-prasle-line,10,1728,1589,5,10,true
55,adaptive-prasle-line,10,2227,1890,5,10,true
56,adaptive-prasle-line,10,2216,2596,5,10,true
57,adaptive-prasle-line,10,2195,2026,5,10,true
58,adaptive-prasle-line,10,2295,1793,5,10,true
59,adaptive-prasle-line,10,1560,2247,5,10,true
60,adaptive-prasle-line,10,1746,1747,5,10,true
61,adaptive-prasle-line,10,2052,1713,5,10,true
62,adaptive-prasle-line,10,1964,2359,5,10,true
63,adaptive-prasle-line,10,1703,2234,5,10,true
64,adaptive-prasle-line,10,1954,2248,5,10,true
65,adaptive-prasle-line,10,2337,2059,5,10,true
66,adaptive-prasle-line,10,2066,2241,5,10,true
67,adaptive-prasle-line,10,2542,1585,5,10,true
68,adaptive-prasle-line,10,2413,1817,5,10,true
69,adaptive-prasle-line,10,1991,2214,5,10,true
70,adaptive-prasle-line,10,1949,2238,5,10,true
71,adaptive-prasle-line,10,1950,2011,5,10,true
72,adaptive-prasle-line,10,1884,1820,5,10,true
73,adaptive-prasle-line,10,2274,1882,5,10,true
74,adaptive-prasle-line,10,2218,2229,5,10,true
75,adaptive-prasle-line,10,1467,1985,5,10,true
76,adaptive-prasle-line,10,1575,2058,5,10,true
77,adaptive-prasle-line,10,1513,2201,5,10,true
78,adaptive-prasle-line,10,1730,2068,5,10,true
79,adaptive-prasle-line,10,1750,2324,5,10,true
80,adaptive-prasle-line,10,1881,1933,5,10,true
81,adaptive-prasle-line,10,1975,2156,5,10,true
82,adaptive-prasle-line,10,1764,2296,5,10,true
83,adaptive-prasle-line,10,2231,1837,5,10,true
84,adaptive-prasle-line,10,2274,2118,5,10,true
85,adaptive-prasle-line,10,2377,1526,5,10,true
86,adaptive-prasle-line,10,1687,1753,5,10,true
87,adaptive-prasle-line,10,1954,1659,5,10,true
88,adaptive-prasle-line,10,1996,1648,5,10,true
89,adaptive-prasle-line,10,2120,2013,5,10,true
90,adaptive-prasle-line,10,2229,1763,5,10,true
91,adaptive-prasle-line,10,2221,1730,5,10,true
92,adaptive-prasle-line,10,2052,1717,5,10,true
93,adaptive-prasle-line,10,2120,2319,5,10,true
94,adaptive-prasle-line,10,2234,1712,5,10,true
95,adaptive-prasle-line,10,1941,1530,5,10,true
96,adaptive-prasle-line,10,2322,2470,5,10,true
97,adaptive-prasle-line,10,2568,2124,5,10,true
98,adaptive-prasle-line,10,2482,1761,5,10,true
99,adaptive-prasle-line,10,2172,1823,5,10,true
100,adaptive-prasle-line,10,1655,2117,5,10,true
