trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-line,100,1503,1760,50,100,true
2,adaptive-prasle-line,100,1797,1609,50,100,true
3,adaptive-prasle-line,100,1808,1519,50,100,true
4,adaptive-prasle-line,100,1547,1672,50,100,true
5,adaptive-prasle-line,100,1652,1538,50,100,true
6,adaptive-prasle-line,100,1715,1524,50,100,true
7,adaptive-prasle-line,100,1724,1471,50,100,true
8,adaptive-prasle-line,100,1604,1497,50,100,true
9,adaptive-prasle-line,100,1726,1590,50,100,true
10,adaptive-prasle-line,100,1843,1509,50,100,true
