timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,rounds_completed,current_round,min_value,value_updates,broadcasts
10044,5,adaptive-prasle,4043,1,1,4001,9,10,72,80,1,5,6001,4001,0,2,1,3,0,LEADER,1,0,0,0,0,9
10737,1,adaptive-prasle,4545,1,1,15,1,18,8,144,1,5,6192,15,3794,3,0,0,3,NORMAL,0,0,0,0,0,1
11158,3,adaptive-prasle,4802,1,1,76,3,16,24,128,1,5,6356,76,3569,3,0,0,3,NORMAL,0,0,0,0,0,3
10601,4,adaptive-prasle,4102,1,1,19,4,15,32,120,1,5,6499,19,3483,3,0,0,3,NORMAL,0,0,0,0,0,4
11716,2,adaptive-prasle,4408,1,1,20,2,17,16,136,1,5,7308,20,2673,3,0,0,3,NORMAL,0,0,0,0,0,2
20044,5,adaptive-prasle,4043,1,1,4001,14,10,112,80,1,5,16001,4001,0,2,1,8,0,LEADER,1,0,0,0,0,14
20737,1,adaptive-prasle,4545,1,1,15,1,23,8,184,1,5,16192,15,3794,3,0,0,8,NORMAL,0,0,0,0,0,1
21158,3,adaptive-prasle,4802,1,1,76,3,21,24,168,1,5,16356,76,3569,3,0,0,8,NORMAL,0,0,0,0,0,3
20601,4,adaptive-prasle,4102,1,1,19,4,20,32,160,1,5,16499,19,3483,3,0,0,8,NORMAL,0,0,0,0,0,4
21716,2,adaptive-prasle,4408,1,1,20,2,22,16,176,1,5,17308,20,2673,3,0,0,8,NORMAL,0,0,0,0,0,2
30044,5,adaptive-prasle,4043,1,1,4001,19,10,152,80,1,5,26001,4001,0,2,1,13,0,LEADER,1,0,0,0,0,19
30737,1,adaptive-prasle,4545,1,1,15,1,28,8,224,1,5,26192,15,3794,3,0,0,13,NORMAL,0,0,0,0,0,1
31158,3,adaptive-prasle,4802,1,1,76,3,26,24,208,1,5,26356,76,3569,3,0,0,13,NORMAL,0,0,0,0,0,3
30601,4,adaptive-prasle,4102,1,1,19,4,25,32,200,1,5,26499,19,3483,3,0,0,13,NORMAL,0,0,0,0,0,4
31716,2,adaptive-prasle,4408,1,1,20,2,27,16,216,1,5,27308,20,2673,3,0,0,13,NORMAL,0,0,0,0,0,2
40044,5,adaptive-prasle,4043,1,1,4001,24,10,192,80,1,5,36001,4001,0,2,1,18,0,LEADER,1,0,0,0,0,24
40737,1,adaptive-prasle,4545,1,1,15,1,33,8,264,1,5,36192,15,3794,3,0,0,18,NORMAL,0,0,0,0,0,1
41158,3,adaptive-prasle,4802,1,1,76,3,31,24,248,1,5,36356,76,3569,3,0,0,18,NORMAL,0,0,0,0,0,3
40601,4,adaptive-prasle,4102,1,1,19,4,30,32,240,1,5,36499,19,3483,3,0,0,18,NORMAL,0,0,0,0,0,4
41716,2,adaptive-prasle,4408,1,1,20,2,32,16,256,1,5,37308,20,2673,3,0,0,18,NORMAL,0,0,0,0,0,2
50044,5,adaptive-prasle,4043,1,1,4001,29,10,232,80,1,5,46001,4001,0,2,1,23,0,LEADER,1,0,0,0,0,29
50737,1,adaptive-prasle,4545,1,1,15,1,38,8,304,1,5,46192,15,3794,3,0,0,23,NORMAL,0,0,0,0,0,1
51158,3,adaptive-prasle,4802,1,1,76,3,36,24,288,1,5,46356,76,3569,3,0,0,23,NORMAL,0,0,0,0,0,3
50601,4,adaptive-prasle,4102,1,1,19,4,35,32,280,1,5,46499,19,3483,3,0,0,23,NORMAL,0,0,0,0,0,4
51716,2,adaptive-prasle,4408,1,1,20,2,37,16,296,1,5,47308,20,2673,3,0,0,23,NORMAL,0,0,0,0,0,2
60044,5,adaptive-prasle,4043,1,1,4001,34,10,272,80,1,5,56001,4001,0,2,1,28,0,LEADER,1,0,0,0,0,34
60737,1,adaptive-prasle,4545,1,1,15,1,43,8,344,1,5,56192,15,3794,3,0,0,28,NORMAL,0,0,0,0,0,1
61158,3,adaptive-prasle,4802,1,1,76,3,41,24,328,1,5,56356,76,3569,3,0,0,28,NORMAL,0,0,0,0,0,3
60601,4,adaptive-prasle,4102,1,1,19,4,40,32,320,1,5,56499,19,3483,3,0,0,28,NORMAL,0,0,0,0,0,4
61716,2,adaptive-prasle,4408,1,1,20,2,42,16,336,1,5,57308,20,2673,3,0,0,28,NORMAL,0,0,0,0,0,2
70044,5,adaptive-prasle,4043,1,1,4001,39,10,312,80,1,5,66001,4001,0,2,1,33,0,LEADER,1,0,0,0,0,39
70737,1,adaptive-prasle,4545,1,1,15,1,48,8,384,1,5,66192,15,3794,3,0,0,33,NORMAL,0,0,0,0,0,1
71158,3,adaptive-prasle,4802,1,1,76,3,46,24,368,1,5,66356,76,3569,3,0,0,33,NORMAL,0,0,0,0,0,3
70601,4,adaptive-prasle,4102,1,1,19,4,45,32,360,1,5,66499,19,3483,3,0,0,33,NORMAL,0,0,0,0,0,4
71716,2,adaptive-prasle,4408,1,1,20,2,47,16,376,1,5,67308,20,2673,3,0,0,33,NORMAL,0,0,0,0,0,2
80044,5,adaptive-prasle,4043,1,1,4001,44,10,352,80,1,5,76001,4001,0,2,1,38,0,LEADER,1,0,0,0,0,44
80737,1,adaptive-prasle,4545,1,1,15,1,53,8,424,1,5,76192,15,3794,3,0,0,38,NORMAL,0,0,0,0,0,1
81158,3,adaptive-prasle,4802,1,1,76,3,51,24,408,1,5,76356,76,3569,3,0,0,38,NORMAL,0,0,0,0,0,3
80601,4,adaptive-prasle,4102,1,1,19,4,50,32,400,1,5,76499,19,3483,3,0,0,38,NORMAL,0,0,0,0,0,4
81716,2,adaptive-prasle,4408,1,1,20,2,52,16,416,1,5,77308,20,2673,3,0,0,38,NORMAL,0,0,0,0,0,2
90044,5,adaptive-prasle,4043,1,1,4001,49,10,392,80,1,5,86001,4001,0,2,1,43,0,LEADER,1,0,0,0,0,49
