trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,bully,5,6081,4893,2,5,true
2,bully,5,5227,5040,2,5,true
3,bully,5,4770,4944,2,5,true
4,bully,5,6116,6108,2,5,true
5,bully,5,5699,5294,2,5,true
6,bully,5,6165,6195,2,5,true
7,bully,5,6087,5506,2,5,true
8,bully,5,6159,6724,2,5,true
9,bully,5,5951,5548,2,5,true
10,bully,5,5586,5583,2,5,true
11,bully,5,5827,5404,2,5,true
12,bully,5,5246,4993,2,5,true
13,bully,5,4969,5095,2,5,true
14,bully,5,4803,6396,2,5,true
15,bully,5,4506,6589,2,5,true
16,bully,5,4783,4767,2,5,true
17,bully,5,5100,6639,2,5,true
18,bully,5,4748,4694,2,5,true
19,bully,5,5760,5723,2,5,true
20,bully,5,4314,4696,2,5,true
21,bully,5,6043,5809,2,5,true
22,bully,5,6657,6821,2,5,true
23,bully,5,5374,5015,2,5,true
24,bully,5,6138,5685,2,5,true
25,bully,5,6311,5485,2,5,true
26,bully,5,4793,4866,2,5,true
27,bully,5,5499,5459,2,5,true
28,bully,5,4433,5251,2,5,true
29,bully,5,4712,6328,2,5,true
30,bully,5,4814,6504,2,5,true
31,bully,5,5359,5584,2,5,true
32,bully,5,5696,5599,2,5,true
33,bully,5,5994,5987,2,5,true
34,bully,5,6918,4725,2,5,true
35,bully,5,6188,5413,2,5,true
36,bully,5,5245,5262,2,5,true
37,bully,5,4577,4886,2,5,true
38,bully,5,4775,5224,2,5,true
39,bully,5,5202,5122,2,5,true
40,bully,5,5479,5157,2,5,true
41,bully,5,5760,5889,2,5,true
42,bully,5,4895,4791,2,5,true
43,bully,5,6355,5985,2,5,true
44,bully,5,6446,4753,2,5,true
45,bully,5,5689,4188,2,5,true
46,bully,5,6530,5801,2,5,true
47,bully,5,5404,5331,2,5,true
48,bully,5,5424,5796,2,5,true
49,bully,5,5239,5626,2,5,true
50,bully,5,4840,4314,2,5,true
51,bully,5,5011,5212,2,5,true
52,bully,5,5700,5705,2,5,true
53,bully,5,6102,6468,2,5,true
54,bully,5,6239,5002,2,5,true
55,bully,5,5656,6357,2,5,true
56,bully,5,5108,4685,2,5,true
57,bully,5,6731,5907,2,5,true
58,bully,5,4627,5052,2,5,true
59,bully,5,4456,6149,2,5,true
60,bully,5,5013,5034,2,5,true
61,bully,5,4834,6725,2,5,true
62,bully,5,5068,5471,2,5,true
63,bully,5,4615,4745,2,5,true
64,bully,5,6091,5863,2,5,true
65,bully,5,5147,4690,2,5,true
66,bully,5,5817,5648,2,5,true
67,bully,5,4671,5117,2,5,true
68,bully,5,5866,6302,2,5,true
69,bully,5,5758,4973,2,5,true
70,bully,5,6172,5682,2,5,true
71,bully,5,4858,4568,2,5,true
72,bully,5,5431,5543,2,5,true
73,bully,5,6662,6557,2,5,true
74,bully,5,5819,6104,2,5,true
75,bully,5,5955,6191,2,5,true
76,bully,5,5687,6187,2,5,true
77,bully,5,5667,6099,2,5,true
78,bully,5,5519,5272,2,5,true
79,bully,5,6166,5907,2,5,true
80,bully,5,6077,5201,2,5,true
81,bully,5,5022,5202,2,5,true
82,bully,5,4692,4658,2,5,true
83,bully,5,5352,5241,2,5,true
84,bully,5,4503,6451,2,5,true
85,bully,5,5251,4652,2,5,true
86,bully,5,5024,4241,2,5,true
87,bully,5,5688,4978,2,5,true
88,bully,5,4657,4472,2,5,true
89,bully,5,5661,5356,2,5,true
90,bully,5,5601,4621,2,5,true
91,bully,5,5221,4802,2,5,true
92,bully,5,4683,4194,2,5,true
93,bully,5,6149,5639,2,5,true
94,bully,5,6089,5460,2,5,true
95,bully,5,5124,5389,2,5,true
96,bully,5,4758,5006,2,5,true
97,bully,5,4972,5330,2,5,true
98,bully,5,5386,5224,2,5,true
99,bully,5,5902,4990,2,5,true
100,bully,5,5408,6066,2,5,true
