trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-line,50,2961,2882,16,29,true
2,prasle-line,50,2759,2729,1,30,true
3,prasle-line,50,3091,2829,1,46,true
4,prasle-line,50,2931,2939,22,39,true
5,prasle-line,50,2757,2919,1,46,true
6,prasle-line,50,2785,3059,1,34,true
7,prasle-line,50,3030,2979,1,34,true
8,prasle-line,50,3156,2857,20,39,true
9,prasle-line,50,2971,3016,21,37,true
10,prasle-line,50,2857,2930,1,32,true
