trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,50,1585,1553,25,50,true
2,adaptive-prasle-ring,50,1855,1653,25,50,true
3,adaptive-prasle-ring,50,1641,1685,25,50,true
4,adaptive-prasle-ring,50,1609,1836,25,50,true
5,adaptive-prasle-ring,50,1578,1513,25,50,true
6,adaptive-prasle-ring,50,1864,1875,25,50,true
7,adaptive-prasle-ring,50,1581,1572,25,50,true
8,adaptive-prasle-ring,50,1469,1881,25,50,true
9,adaptive-prasle-ring,50,1616,1607,25,50,true
10,adaptive-prasle-ring,50,1819,1663,25,50,true
