trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-line,10,2409,2334,5,10,true
2,adaptive-prasle-line,10,2121,1840,5,10,true
3,adaptive-prasle-line,10,1875,2238,5,10,true
4,adaptive-prasle-line,10,2283,2425,5,10,true
5,adaptive-prasle-line,10,2272,1672,5,10,true
6,adaptive-prasle-line,10,2326,2462,5,10,true
7,adaptive-prasle-line,10,1635,1860,5,10,true
8,adaptive-prasle-line,10,1806,1466,5,10,true
9,adaptive-prasle-line,10,2231,2135,5,10,true
10,adaptive-prasle-line,10,2114,1741,5,10,true
