trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-mesh,50,2878,2780,23,50,true
2,prasle-mesh,50,3006,2848,18,31,true
3,prasle-mesh,50,2818,3061,22,41,true
4,prasle-mesh,50,3054,2789,20,30,true
5,prasle-mesh,50,2966,2748,15,26,true
6,prasle-mesh,50,2826,2974,1,32,true
7,prasle-mesh,50,2865,3022,20,49,true
8,prasle-mesh,50,2994,2797,21,44,true
9,prasle-mesh,50,2950,3066,1,34,true
10,prasle-mesh,50,2980,2860,20,43,true
