trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-mesh,5,2317,1681,2,5,true
2,adaptive-prasle-mesh,5,2407,2376,2,5,true
3,adaptive-prasle-mesh,5,1772,1843,2,5,true
4,adaptive-prasle-mesh,5,2005,2209,2,5,true
5,adaptive-prasle-mesh,5,2470,2187,2,5,true
6,adaptive-prasle-mesh,5,2222,1848,2,5,true
7,adaptive-prasle-mesh,5,1864,1761,2,5,true
8,adaptive-prasle-mesh,5,2348,1959,2,5,true
9,adaptive-prasle-mesh,5,2057,1758,2,5,true
10,adaptive-prasle-mesh,5,1672,1683,2,5,true
