trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,ring,5,60,2135,67378,7378
2,ring,5,60,2344,NA,NA
3,ring,5,60,1297,66523,6523
4,ring,5,60,1594,NA,NA
5,ring,5,60,1312,NA,NA
6,ring,5,60,3244,66449,6449
7,ring,5,60,1170,66565,6565
8,ring,5,60,2155,65471,5471
9,ring,5,60,1186,66447,6447
10,ring,5,60,1936,67172,7172
