trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,prasle-ring,100,70,2804,NA
2,prasle-ring,100,70,2747,NA
3,prasle-ring,100,70,2827,NA
4,prasle-ring,100,70,2837,NA
5,prasle-ring,100,70,2768,NA
6,prasle-ring,100,70,2934,NA
7,prasle-ring,100,70,2709,NA
8,prasle-ring,100,70,2791,NA
9,prasle-ring,100,70,2824,NA
10,prasle-ring,100,70,2794,NA
