trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-line,10,1864,2170,5,10,true
2,adaptive-prasle-line,10,2576,1714,5,10,true
3,adaptive-prasle-line,10,1807,1833,5,10,true
4,adaptive-prasle-line,10,2204,1683,5,10,true
5,adaptive-prasle-line,10,2146,1755,5,10,true
6,adaptive-prasle-line,10,2385,1745,5,10,true
7,adaptive-prasle-line,10,1551,1753,5,10,true
8,adaptive-prasle-line,10,1715,1533,5,10,true
9,adaptive-prasle-line,10,1705,2161,5,10,true
10,adaptive-prasle-line,10,2414,1710,5,10,true
