trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,100,1578,1517,50,100,true
2,adaptive-prasle-ring,100,1521,1689,50,100,true
3,adaptive-prasle-ring,100,1635,1605,50,100,true
4,adaptive-prasle-ring,100,1657,1491,50,100,true
5,adaptive-prasle-ring,100,1548,1761,50,100,true
6,adaptive-prasle-ring,100,1680,1741,50,100,true
7,adaptive-prasle-ring,100,1569,1643,50,100,true
8,adaptive-prasle-ring,100,1492,1615,50,100,true
9,adaptive-prasle-ring,100,1754,1580,50,100,true
10,adaptive-prasle-ring,100,1531,1672,50,100,true
