trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,100,1755,1625,50,100,true
2,adaptive-prasle-ring,100,1553,1878,50,100,true
3,adaptive-prasle-ring,100,1692,1768,50,100,true
4,adaptive-prasle-ring,100,1746,1552,50,100,true
5,adaptive-prasle-ring,100,1519,1573,50,100,true
6,adaptive-prasle-ring,100,1545,1615,50,100,true
7,adaptive-prasle-ring,100,1663,1443,50,100,true
8,adaptive-prasle-ring,100,1655,1492,50,100,true
9,adaptive-prasle-ring,100,1685,1607,50,100,true
10,adaptive-prasle-ring,100,1551,1620,50,100,true
