trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-line,5,1985,2124,2,5,true
2,adaptive-prasle-line,5,2555,2195,2,5,true
3,adaptive-prasle-line,5,2158,2117,2,5,true
4,adaptive-prasle-line,5,1804,2539,2,5,true
5,adaptive-prasle-line,5,1904,1518,2,5,true
6,adaptive-prasle-line,5,2689,2036,2,5,true
7,adaptive-prasle-line,5,1899,1982,2,5,true
8,adaptive-prasle-line,5,1729,2043,2,5,true
9,adaptive-prasle-line,5,2555,2683,2,5,true
10,adaptive-prasle-line,5,2121,2558,2,5,true
