trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle,5,60,1721,60099,99
2,adaptive-prasle,5,60,1963,64640,4640
3,adaptive-prasle,5,60,2197,63154,3154
4,adaptive-prasle,5,60,1688,63855,3855
5,adaptive-prasle,5,60,1771,67124,7124
6,adaptive-prasle,5,60,2048,65203,5203
7,adaptive-prasle,5,60,2335,65600,5600
8,adaptive-prasle,5,60,2292,64735,4735
9,adaptive-prasle,5,60,2057,61000,1000
10,adaptive-prasle,5,60,1676,72620,12620
