trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,10,2045,1901,5,10,true
2,adaptive-prasle-ring,10,1743,2176,5,10,true
3,adaptive-prasle-ring,10,2334,2040,5,10,true
4,adaptive-prasle-ring,10,1687,2162,5,10,true
5,adaptive-prasle-ring,10,1955,2168,5,10,true
6,adaptive-prasle-ring,10,1761,1778,5,10,true
7,adaptive-prasle-ring,10,1927,1870,5,10,true
8,adaptive-prasle-ring,10,1876,1723,5,10,true
9,adaptive-prasle-ring,10,1918,2070,5,10,true
10,adaptive-prasle-ring,10,1804,2078,5,10,true
