trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,5,2561,1890,2,5,true
2,adaptive-prasle-ring,5,2154,2644,2,5,true
3,adaptive-prasle-ring,5,2101,2558,2,5,true
4,adaptive-prasle-ring,5,2886,2587,2,5,true
5,adaptive-prasle-ring,5,2528,2452,2,5,true
6,adaptive-prasle-ring,5,2062,2310,2,5,true
7,adaptive-prasle-ring,5,2628,2547,2,5,true
8,adaptive-prasle-ring,5,2522,1686,2,5,true
9,adaptive-prasle-ring,5,2689,2203,2,5,true
10,adaptive-prasle-ring,5,2357,2037,2,5,true
11,adaptive-prasle-ring,5,2280,2190,2,5,true
12,adaptive-prasle-ring,5,2514,1450,2,5,true
13,adaptive-prasle-ring,5,2566,2573,2,5,true
14,adaptive-prasle-ring,5,2323,2082,2,5,true
15,adaptive-prasle-ring,5,2893,2138,2,5,true
16,adaptive-prasle-ring,5,1826,2247,2,5,true
17,adaptive-prasle-ring,5,2486,1943,2,5,true
18,adaptive-prasle-ring,5,1821,2323,2,5,true
19,adaptive-prasle-ring,5,2536,1800,2,5,true
20,adaptive-prasle-ring,5,1602,2232,2,5,true
21,adaptive-prasle-ring,5,2001,2625,2,5,true
22,adaptive-prasle-ring,5,3154,2506,2,5,true
23,adaptive-prasle-ring,5,2440,2107,2,5,true
24,adaptive-prasle-ring,5,2281,2608,2,5,true
25,adaptive-prasle-ring,5,2559,2504,2,5,true
26,adaptive-prasle-ring,5,1898,2308,2,5,true
27,adaptive-prasle-ring,5,2002,2329,2,5,true
28,adaptive-prasle-ring,5,2710,2578,2,5,true
29,adaptive-prasle-ring,5,2297,2003,2,5,true
30,adaptive-prasle-ring,5,2811,2570,2,5,true
31,adaptive-prasle-ring,5,1920,2880,2,5,true
32,adaptive-prasle-ring,5,2052,1952,2,5,true
33,adaptive-prasle-ring,5,2486,1775,2,5,true
34,adaptive-prasle-ring,5,2378,2002,2,5,true
35,adaptive-prasle-ring,5,1652,1535,2,5,true
36,adaptive-prasle-ring,5,1674,2492,2,5,true
