trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,bully,10,70,4675,NA
2,bully,10,70,5148,NA
3,bully,10,70,4328,NA
4,bully,10,70,4338,NA
5,bully,10,70,4970,NA
6,bully,10,70,4793,NA
7,bully,10,70,5043,NA
8,bully,10,70,4977,NA
9,bully,10,70,4426,NA
10,bully,10,70,5007,NA
