trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,ring,10,60,1464,71807,11807
2,ring,10,60,2185,70707,10707
3,ring,10,60,1387,71755,11755
4,ring,10,60,2317,NA,NA
5,ring,10,60,1287,NA,NA
6,ring,10,60,1424,71815,11815
7,ring,10,60,1445,71811,11811
8,ring,10,60,2201,70649,10649
9,ring,10,60,2854,NA,NA
10,ring,10,60,1457,71898,11898
11,ring,10,60,2158,70519,10519
12,ring,10,60,1368,71683,11683
13,ring,10,60,2350,70749,10749
14,ring,10,60,2959,71251,11251
15,ring,10,60,3135,71493,11493
16,ring,10,60,1809,NA,NA
17,ring,10,60,3178,NA,NA
18,ring,10,60,1674,72098,12098
19,ring,10,60,2651,71047,11047
20,ring,10,60,1066,71450,11450
21,ring,10,60,3088,71365,11365
22,ring,10,60,2524,70848,10848
23,ring,10,60,1405,71793,11793
24,ring,10,60,1874,72129,12129
25,ring,10,60,2311,70690,10690
26,ring,10,60,1856,72171,12171
27,ring,10,60,1662,72085,12085
28,ring,10,60,3372,NA,NA
29,ring,10,60,1239,71580,11580
30,ring,10,60,8206,70498,10498
31,ring,10,60,1313,NA,NA
32,ring,10,60,1641,72081,12081
33,ring,10,60,1832,72128,12128
34,ring,10,60,1699,72076,12076
35,ring,10,60,1916,NA,NA
36,ring,10,60,1918,72297,12297
37,ring,10,60,2473,70907,10907
38,ring,10,60,2908,71208,11208
39,ring,10,60,1594,71956,11956
40,ring,10,60,2146,70430,10430
41,ring,10,60,1571,71918,11918
42,ring,10,60,3184,NA,NA
43,ring,10,60,1657,72098,12098
44,ring,10,60,1342,NA,NA
45,ring,10,60,1879,72182,12182
46,ring,10,60,2151,70523,10523
47,ring,10,60,1557,71959,11959
48,ring,10,60,2899,71344,11344
49,ring,10,60,1585,71899,11899
50,ring,10,60,2327,70689,10689
51,ring,10,60,2016,NA,NA
52,ring,10,60,1306,71625,11625
53,ring,10,60,2663,71075,11075
54,ring,10,60,2799,71203,11203
55,ring,10,60,2324,70735,10735
56,ring,10,60,2631,70964,10964
57,ring,10,60,2423,70759,10759
58,ring,10,60,2681,NA,NA
59,ring,10,60,2162,70528,10528
60,ring,10,60,1373,71892,11892
61,ring,10,60,1771,NA,NA
62,ring,10,60,2415,70704,10704
63,ring,10,60,2562,70971,10971
64,ring,10,60,1431,NA,NA
65,ring,10,60,1483,71732,11732
66,ring,10,60,1322,71648,11648
67,ring,10,60,2258,70517,10517
68,ring,10,60,2304,NA,NA
69,ring,10,60,2687,71067,11067
70,ring,10,60,1453,71742,11742
71,ring,10,60,1086,71347,11347
72,ring,10,60,1883,72219,12219
73,ring,10,60,1906,72246,12246
74,ring,10,60,2191,70555,10555
75,ring,10,60,1784,72136,12136
76,ring,10,60,1464,71818,11818
77,ring,10,60,2061,70441,10441
78,ring,10,60,1301,NA,NA
79,ring,10,60,1519,71882,11882
80,ring,10,60,2030,70391,10391
81,ring,10,60,1835,72265,12265
82,ring,10,60,2812,71135,11135
83,ring,10,60,1204,71508,11508
84,ring,10,60,1202,NA,NA
85,ring,10,60,2242,70594,10594
86,ring,10,60,1603,NA,NA
87,ring,10,60,1857,72315,12315
88,ring,10,60,1894,72366,12366
89,ring,10,60,2204,70541,10541
90,ring,10,60,1083,71467,11467
91,ring,10,60,2066,72432,12432
92,ring,10,60,8410,70854,10854
93,ring,10,60,1404,71797,11797
94,ring,10,60,1995,72314,12314
95,ring,10,60,1282,71743,11743
96,ring,10,60,1366,71752,11752
97,ring,10,60,3265,NA,NA
98,ring,10,60,2402,70689,10689
99,ring,10,60,2826,71215,11215
100,ring,10,60,2313,70715,10715
