trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,bully,100,120,4546,127570,7570
2,bully,100,120,4544,126990,6990
3,bully,100,120,4553,126453,6453
4,bully,100,120,4668,126794,6794
5,bully,100,120,4431,127840,7840
6,bully,100,120,4687,126954,6954
7,bully,100,120,4545,126840,6840
8,bully,100,120,4768,127562,7562
9,bully,100,120,4330,127665,7665
10,bully,100,120,4604,127018,7018
