trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-ring,50,2985,2962,1,40,true
2,prasle-ring,50,2933,2894,1,33,true
3,prasle-ring,50,2863,3124,1,36,true
4,prasle-ring,50,3041,2808,1,34,true
5,prasle-ring,50,2730,2908,1,42,true
6,prasle-ring,50,2847,3000,1,48,true
7,prasle-ring,50,2996,2826,1,42,true
8,prasle-ring,50,2792,2895,18,34,true
9,prasle-ring,50,3036,2829,1,33,true
10,prasle-ring,50,3162,2834,1,45,true
