trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-ring,50,3054,3099,15,39,true
2,prasle-ring,50,2938,2996,1,26,true
3,prasle-ring,50,2993,3039,1,32,true
4,prasle-ring,50,2992,3065,1,45,true
5,prasle-ring,50,2766,3029,1,29,true
6,prasle-ring,50,2924,2775,1,35,true
7,prasle-ring,50,3165,2891,1,37,true
8,prasle-ring,50,2844,2909,19,49,true
9,prasle-ring,50,2867,3024,1,31,true
10,prasle-ring,50,2820,2995,18,40,true
