trial,algorithm,node_count,convergence_time_ms
5,adaptive-prasle,100,1493
2,adaptive-prasle,100,1455
13,adaptive-prasle,100,1632
4,adaptive-prasle,100,1470
1,adaptive-prasle,100,1500
14,adaptive-prasle,100,1547
3,adaptive-prasle,100,1858
8,adaptive-prasle,100,1796
6,adaptive-prasle,100,1892
7,adaptive-prasle,100,1816
11,adaptive-prasle,100,1556
12,adaptive-prasle,100,1761
10,adaptive-prasle,100,1541
9,adaptive-prasle,100,1454
15,adaptive-prasle,100,1545
23,adaptive-prasle,100,1537
26,adaptive-prasle,100,1540
17,adaptive-prasle,100,1695
20,adaptive-prasle,100,1507
21,adaptive-prasle,100,1761
19,adaptive-prasle,100,1595
16,adaptive-prasle,100,1707
24,adaptive-prasle,100,1548
18,adaptive-prasle,100,1732
27,adaptive-prasle,100,1566
25,adaptive-prasle,100,1673
22,adaptive-prasle,100,1443
28,adaptive-prasle,100,1712
30,adaptive-prasle,100,1881
31,adaptive-prasle,100,1556
42,adaptive-prasle,100,1793
39,adaptive-prasle,100,1604
32,adaptive-prasle,100,1484
37,adaptive-prasle,100,1508
35,adaptive-prasle,100,1795
29,adaptive-prasle,100,1469
41,adaptive-prasle,100,1906
34,adaptive-prasle,100,1505
33,adaptive-prasle,100,1696
38,adaptive-prasle,100,1572
36,adaptive-prasle,100,1534
40,adaptive-prasle,100,1403
43,adaptive-prasle,100,1504
45,adaptive-prasle,100,1514
44,adaptive-prasle,100,1580
48,adaptive-prasle,100,1762
49,adaptive-prasle,100,1922
47,adaptive-prasle,100,1544
46,adaptive-prasle,100,1511
50,adaptive-prasle,100,1818
51,adaptive-prasle,100,1872
53,adaptive-prasle,100,1571
52,adaptive-prasle,100,1569
54,adaptive-prasle,100,1558
56,adaptive-prasle,100,1494
55,adaptive-prasle,100,1529
58,adaptive-prasle,100,1558
57,adaptive-prasle,100,1781
61,adaptive-prasle,100,1503
62,adaptive-prasle,100,1529
59,adaptive-prasle,100,1825
64,adaptive-prasle,100,1465
67,adaptive-prasle,100,1874
63,adaptive-prasle,100,1774
60,adaptive-prasle,100,1485
69,adaptive-prasle,100,1500
65,adaptive-prasle,100,1728
66,adaptive-prasle,100,1595
68,adaptive-prasle,100,1570
70,adaptive-prasle,100,1946
71,adaptive-prasle,100,1810
72,adaptive-prasle,100,1831
74,adaptive-prasle,100,1819
75,adaptive-prasle,100,1775
76,adaptive-prasle,100,1799
83,adaptive-prasle,100,1797
73,adaptive-prasle,100,1449
77,adaptive-prasle,100,1528
79,adaptive-prasle,100,1454
81,adaptive-prasle,100,1518
82,adaptive-prasle,100,1824
78,adaptive-prasle,100,1507
80,adaptive-prasle,100,1504
84,adaptive-prasle,100,1499
86,adaptive-prasle,100,1763
87,adaptive-prasle,100,1787
85,adaptive-prasle,100,1786
88,adaptive-prasle,100,1659
89,adaptive-prasle,100,1787
90,adaptive-prasle,100,1724
95,adaptive-prasle,100,1474
92,adaptive-prasle,100,1629
93,adaptive-prasle,100,1506
96,adaptive-prasle,100,1665
91,adaptive-prasle,100,1655
94,adaptive-prasle,100,1529
97,adaptive-prasle,100,1432
98,adaptive-prasle,100,1674
99,adaptive-prasle,100,1554
100,adaptive-prasle,100,1662
