trial,algorithm,node_count,convergence_time_ms
3,prasle,5,3198
2,prasle,5,3412
5,prasle,5,3325
7,prasle,5,3190
4,prasle,5,3428
9,prasle,5,3480
8,prasle,5,3349
1,prasle,5,3230
6,prasle,5,3288
10,prasle,5,3374
