trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-ring,50,2991,3050,24,50,true
2,prasle-ring,50,2722,3017,15,42,true
3,prasle-ring,50,2790,2786,1,30,true
4,prasle-ring,50,2883,2993,25,31,true
5,prasle-ring,50,2999,2973,1,36,true
6,prasle-ring,50,2987,2918,23,29,true
7,prasle-ring,50,3148,2743,1,27,true
8,prasle-ring,50,2862,3119,17,48,true
9,prasle-ring,50,2929,2991,1,42,true
10,prasle-ring,50,2788,2753,17,34,true
