timestamp,node_id,algorithm,first_convergence_time_ms,elections_started,elections_completed,total_election_time_ms,messages_sent,messages_received,bytes_sent,bytes_received,leader_changes,current_leader,time_in_normal_ms,time_in_election_ms,time_in_waiting_ms,state_transitions,timeouts_detected,heartbeats_sent,heartbeats_received,current_state,am_leader,rounds_completed,current_round,min_value,value_updates,broadcasts
2065,1,adaptive-prasle,2065,1,0,0,1,2,14,28,1,1,0,2065,0,2,0,0,0,LEADER,1,0,0,0,0,1
2339,5,adaptive-prasle,2339,1,0,0,1,2,14,28,1,1,0,2339,0,2,0,0,0,NORMAL,0,0,0,0,0,1
2116,3,adaptive-prasle,2116,1,0,0,1,2,14,28,1,1,0,2116,0,2,0,0,0,NORMAL,0,0,0,0,0,1
2043,2,adaptive-prasle,2043,1,0,0,1,2,14,28,1,1,0,2043,0,2,0,0,0,NORMAL,0,0,0,0,0,1
1982,4,adaptive-prasle,1982,1,0,0,1,2,14,28,1,1,0,1982,0,2,0,0,0,NORMAL,0,0,0,0,0,1
3036,3,adaptive-prasle,2116,1,0,0,1,2,14,28,1,1,920,2116,0,2,0,0,0,NORMAL,0,0,0,0,0,1
4095,1,adaptive-prasle,2065,1,0,0,1,2,14,28,1,1,2030,2065,0,2,0,0,0,LEADER,1,0,0,0,0,1
4273,5,adaptive-prasle,2339,1,0,0,1,2,14,28,1,1,1934,2339,0,2,0,0,0,NORMAL,0,0,0,0,0,1
3956,3,adaptive-prasle,2116,1,0,0,1,2,14,28,1,1,1840,2116,0,2,0,0,0,NORMAL,0,0,0,0,0,1
4073,2,adaptive-prasle,2043,1,0,0,1,2,14,28,1,1,2030,2043,0,2,0,0,0,NORMAL,0,0,0,0,0,1
4175,4,adaptive-prasle,1982,1,0,0,2,3,28,42,1,1,2193,1982,0,2,0,0,0,NORMAL,0,0,0,0,0,2
4896,3,adaptive-prasle,2116,1,0,0,2,4,28,56,2,3,2780,2116,0,3,0,0,0,LEADER,1,0,0,0,0,2
6126,1,adaptive-prasle,2065,1,0,0,2,4,28,56,1,1,4061,2065,0,2,0,0,0,LEADER,1,0,0,0,0,2
6208,5,adaptive-prasle,2339,1,0,0,2,4,28,56,1,1,3869,2339,0,2,0,0,0,NORMAL,0,0,0,0,0,2
5873,3,adaptive-prasle,2116,1,0,0,2,4,28,56,2,3,3757,2116,0,3,0,0,0,LEADER,1,0,0,0,0,2
6761,2,adaptive-prasle,2043,1,0,0,2,5,28,70,1,1,4718,2043,0,2,0,0,0,NORMAL,0,0,0,0,0,2
6850,3,adaptive-prasle,2116,1,0,0,2,4,28,56,2,3,4734,2116,0,3,0,0,0,LEADER,1,0,0,0,0,2
7303,4,adaptive-prasle,1982,1,0,0,2,6,28,84,1,1,5321,1982,0,2,0,0,0,NORMAL,0,0,0,0,0,2
7828,3,adaptive-prasle,2116,1,0,0,3,4,42,56,2,3,5712,2116,0,4,0,0,0,LEADER,1,0,0,0,0,3
8695,1,adaptive-prasle,2065,1,0,0,3,5,42,70,1,1,6630,2065,0,3,0,0,0,LEADER,1,0,0,0,0,3
9571,5,adaptive-prasle,2339,1,0,0,3,6,42,84,1,1,7232,2339,0,3,0,0,0,NORMAL,0,0,0,0,0,3
10764,2,adaptive-prasle,2043,1,0,0,4,7,56,98,2,4,8721,2043,0,3,0,0,0,NORMAL,0,0,0,0,0,4
11200,3,adaptive-prasle,2116,1,0,0,4,7,56,98,2,3,9084,2116,0,4,0,0,0,LEADER,1,0,0,0,0,4
12339,1,adaptive-prasle,2065,1,0,0,3,7,42,98,1,1,10274,2065,0,3,0,0,0,LEADER,1,0,0,0,0,3
11840,4,adaptive-prasle,1982,1,0,0,3,7,42,98,2,4,9858,1982,0,3,0,0,0,LEADER,1,0,0,0,0,3
15983,1,adaptive-prasle,2065,1,0,0,3,7,42,98,1,1,13918,2065,0,3,0,0,0,LEADER,1,0,0,0,0,3
18256,4,adaptive-prasle,1982,1,0,0,3,7,42,98,2,4,16274,1982,0,3,0,0,0,LEADER,1,0,0,0,0,3
19476,5,adaptive-prasle,2339,1,0,0,3,7,42,98,1,1,17137,2339,0,3,0,0,0,NORMAL,0,0,0,0,0,3
18909,3,adaptive-prasle,2116,1,0,0,4,7,56,98,2,3,16793,2116,0,4,0,0,0,LEADER,1,0,0,0,0,4
19628,1,adaptive-prasle,2065,1,0,0,4,7,56,98,1,1,17563,2065,0,4,0,0,0,LEADER,1,0,0,0,0,4
21584,2,adaptive-prasle,2043,1,0,0,4,9,56,126,2,4,19541,2043,0,3,0,0,0,NORMAL,0,0,0,0,0,4
23272,1,adaptive-prasle,2065,1,0,0,4,7,56,98,1,1,21207,2065,0,4,0,0,0,LEADER,1,0,0,0,0,4
24672,4,adaptive-prasle,1982,1,0,0,3,8,42,112,2,4,22690,1982,0,3,0,0,0,LEADER,1,0,0,0,0,3
26916,1,adaptive-prasle,2065,1,0,0,4,7,56,98,1,1,24851,2065,0,4,0,0,0,LEADER,1,0,0,0,0,4
26619,3,adaptive-prasle,2116,1,0,0,5,7,70,98,2,3,24503,2116,0,5,0,0,0,LEADER,1,0,0,0,0,5
29381,5,adaptive-prasle,2339,1,0,0,3,9,42,126,1,1,27042,2339,0,3,0,0,0,NORMAL,0,0,0,0,0,3
30561,1,adaptive-prasle,2065,1,0,0,5,7,70,98,1,1,28496,2065,0,5,0,0,0,LEADER,1,0,0,0,0,5
31089,4,adaptive-prasle,1982,1,0,0,4,8,56,112,2,4,29107,1982,0,4,0,0,0,LEADER,1,0,0,0,0,4
36784,2,adaptive-prasle,2043,1,0,0,4,10,56,140,2,4,34741,2043,0,3,0,0,0,NORMAL,0,0,0,0,0,4
38057,1,adaptive-prasle,2065,1,0,0,5,8,70,112,1,1,35992,2065,0,5,0,0,0,LEADER,1,0,0,0,0,5
39287,5,adaptive-prasle,2339,1,0,0,4,9,56,126,2,5,36948,2339,0,4,0,0,0,LEADER,1,0,0,0,0,4
39322,3,adaptive-prasle,2116,1,0,0,5,8,70,112,2,3,37206,2116,0,5,0,0,0,LEADER,1,0,0,0,0,5
43361,4,adaptive-prasle,1982,1,0,0,4,9,56,126,2,4,41379,1982,0,4,0,0,0,LEADER,1,0,0,0,0,4
49193,5,adaptive-prasle,2339,1,0,0,5,10,70,140,2,5,46854,2339,0,4,0,0,0,LEADER,1,0,0,0,0,5
51985,2,adaptive-prasle,2043,1,0,0,5,11,70,154,3,2,49942,2043,0,4,0,0,0,LEADER,1,0,0,0,0,5
53257,1,adaptive-prasle,2065,1,0,0,5,10,70,140,1,1,51192,2065,0,5,0,0,0,LEADER,1,0,0,0,0,5
54523,3,adaptive-prasle,2116,1,0,0,6,10,84,140,2,3,52407,2116,0,5,0,0,0,LEADER,1,0,0,0,0,6
58562,4,adaptive-prasle,1982,1,0,0,5,11,70,154,2,4,56580,1982,0,4,0,0,0,LEADER,1,0,0,0,0,5
64393,5,adaptive-prasle,2339,1,0,0,5,12,70,168,2,5,62054,2339,0,4,0,0,0,LEADER,1,0,0,0,0,5
67185,2,adaptive-prasle,2043,1,0,0,5,13,70,182,3,2,65142,2043,0,4,0,0,0,LEADER,1,0,0,0,0,5
68458,1,adaptive-prasle,2065,1,0,0,6,10,84,140,1,1,66393,2065,0,6,0,0,0,LEADER,1,0,0,0,0,6
69724,3,adaptive-prasle,2116,1,0,0,7,11,98,154,2,3,67608,2116,0,6,0,0,0,LEADER,1,0,0,0,0,7
