trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,prasle-ring,50,50,2809,NA
2,prasle-ring,50,50,2875,NA
3,prasle-ring,50,50,2861,NA
4,prasle-ring,50,50,2772,NA
5,prasle-ring,50,50,2810,NA
6,prasle-ring,50,50,2860,NA
7,prasle-ring,50,50,2831,NA
8,prasle-ring,50,50,2881,NA
9,prasle-ring,50,50,2939,NA
10,prasle-ring,50,50,2842,NA
11,prasle-ring,50,50,3001,NA
12,prasle-ring,50,50,2983,NA
13,prasle-ring,50,50,2911,NA
14,prasle-ring,50,50,2871,NA
15,prasle-ring,50,50,2775,NA
16,prasle-ring,50,50,2867,NA
17,prasle-ring,50,50,2984,NA
18,prasle-ring,50,50,3051,NA
19,prasle-ring,50,50,2787,NA
20,prasle-ring,50,50,2919,NA
21,prasle-ring,50,50,2803,NA
22,prasle-ring,50,50,2939,NA
23,prasle-ring,50,50,2968,NA
24,prasle-ring,50,50,2729,NA
25,prasle-ring,50,50,3066,NA
26,prasle-ring,50,50,2969,NA
27,prasle-ring,50,50,2924,NA
28,prasle-ring,50,50,2833,NA
29,prasle-ring,50,50,3095,NA
30,prasle-ring,50,50,2853,NA
31,prasle-ring,50,50,2875,NA
32,prasle-ring,50,50,2791,NA
33,prasle-ring,50,50,2852,NA
34,prasle-ring,50,50,2851,NA
35,prasle-ring,50,50,2986,NA
36,prasle-ring,50,50,2965,NA
37,prasle-ring,50,50,2878,NA
38,prasle-ring,50,50,2778,NA
39,prasle-ring,50,50,2891,NA
40,prasle-ring,50,50,2950,NA
41,prasle-ring,50,50,2980,NA
42,prasle-ring,50,50,2759,NA
43,prasle-ring,50,50,2751,NA
44,prasle-ring,50,50,2810,NA
45,prasle-ring,50,50,2803,NA
46,prasle-ring,50,50,2769,NA
47,prasle-ring,50,50,2923,NA
48,prasle-ring,50,50,2838,NA
49,prasle-ring,50,50,2872,NA
50,prasle-ring,50,50,2918,NA
51,prasle-ring,50,50,2862,NA
52,prasle-ring,50,50,2838,NA
53,prasle-ring,50,50,2771,NA
54,prasle-ring,50,50,2828,NA
55,prasle-ring,50,50,2778,NA
56,prasle-ring,50,50,2740,NA
57,prasle-ring,50,50,2956,NA
58,prasle-ring,50,50,2805,NA
59,prasle-ring,50,50,2795,NA
60,prasle-ring,50,50,2852,NA
61,prasle-ring,50,50,3004,NA
62,prasle-ring,50,50,2789,NA
63,prasle-ring,50,50,3093,NA
64,prasle-ring,50,50,2865,NA
65,prasle-ring,50,50,2913,NA
66,prasle-ring,50,50,2937,NA
67,prasle-ring,50,50,2864,NA
68,prasle-ring,50,50,2810,NA
69,prasle-ring,50,50,2903,NA
70,prasle-ring,50,50,2987,NA
71,prasle-ring,50,50,2881,NA
72,prasle-ring,50,50,2998,NA
73,prasle-ring,50,50,2874,NA
74,prasle-ring,50,50,2796,NA
75,prasle-ring,50,50,2981,NA
76,prasle-ring,50,50,2881,NA
77,prasle-ring,50,50,2905,NA
78,prasle-ring,50,50,2932,NA
79,prasle-ring,50,50,2894,NA
80,prasle-ring,50,50,2927,NA
81,prasle-ring,50,50,2904,NA
82,prasle-ring,50,50,2946,NA
83,prasle-ring,50,50,2785,NA
84,prasle-ring,50,50,3131,NA
85,prasle-ring,50,50,2798,NA
86,prasle-ring,50,50,2814,NA
87,prasle-ring,50,50,2955,NA
88,prasle-ring,50,50,2938,NA
89,prasle-ring,50,50,2871,NA
90,prasle-ring,50,50,2854,NA
91,prasle-ring,50,50,2780,NA
92,prasle-ring,50,50,2826,NA
93,prasle-ring,50,50,2917,NA
94,prasle-ring,50,50,2926,NA
95,prasle-ring,50,50,2783,NA
96,prasle-ring,50,50,2848,NA
97,prasle-ring,50,50,2869,NA
98,prasle-ring,50,50,2846,NA
99,prasle-ring,50,50,2768,NA
100,prasle-ring,50,50,3008,NA
