trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,adaptive-prasle-ring,50,80,1681,80050,50
2,adaptive-prasle-ring,50,80,1562,80019,19
3,adaptive-prasle-ring,50,80,1620,80112,112
4,adaptive-prasle-ring,50,80,1663,80089,89
5,adaptive-prasle-ring,50,80,1659,80082,82
6,adaptive-prasle-ring,50,80,1542,80040,40
7,adaptive-prasle-ring,50,80,1722,80022,22
8,adaptive-prasle-ring,50,80,1666,80124,124
9,adaptive-prasle-ring,50,80,1527,80001,1
10,adaptive-prasle-ring,50,80,1632,80009,9
