trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,adaptive-prasle-ring,10,1834,2373,5,10,true
2,adaptive-prasle-ring,10,2022,2423,5,10,true
3,adaptive-prasle-ring,10,1763,2044,5,10,true
4,adaptive-prasle-ring,10,1705,2074,5,10,true
5,adaptive-prasle-ring,10,1545,1864,5,10,true
6,adaptive-prasle-ring,10,1567,1915,5,10,true
7,adaptive-prasle-ring,10,2092,1720,5,10,true
8,adaptive-prasle-ring,10,2066,1985,5,10,true
9,adaptive-prasle-ring,10,1623,2179,5,10,true
10,adaptive-prasle-ring,10,1999,1636,5,10,true
