trial,algorithm,node_count,partition_a_convergence_ms,partition_b_convergence_ms,partition_a_leader,partition_b_leader,split_brain
1,prasle-line,100,2842,2852,28,72,true
2,prasle-line,100,2837,2856,1,87,true
3,prasle-line,100,2772,2879,1,85,true
4,prasle-line,100,2888,2852,27,84,true
5,prasle-line,100,2874,2944,1,87,true
6,prasle-line,100,2806,2859,34,60,true
7,prasle-line,100,2864,2912,47,68,true
8,prasle-line,100,2921,2792,1,67,true
9,prasle-line,100,2756,2945,1,63,true
10,prasle-line,100,2843,2859,47,69,true
