trial,algorithm,node_count,noise_level,convergence_time_ms,message_count
1,adaptive-prasle,10,70,2141,NA
2,adaptive-prasle,10,70,2217,NA
3,adaptive-prasle,10,70,1743,NA
4,adaptive-prasle,10,70,1773,NA
5,adaptive-prasle,10,70,2098,NA
6,adaptive-prasle,10,70,1817,NA
7,adaptive-prasle,10,70,1616,NA
8,adaptive-prasle,10,70,1712,NA
9,adaptive-prasle,10,70,2085,NA
10,adaptive-prasle,10,70,1833,NA
