trial,algorithm,node_count,crash_time_s,initial_convergence_time_ms,recovery_convergence_time_ms,total_recovery_time_ms
1,prasle,10,60,3525,63403,3403
2,prasle,10,60,3128,63006,3006
3,prasle,10,60,3187,63232,3232
4,prasle,10,60,3030,62908,2908
5,prasle,10,60,2975,62852,2852
6,prasle,10,60,3220,63169,3169
7,prasle,10,60,2822,62699,2699
8,prasle,10,60,2764,62642,2642
9,prasle,10,60,3018,62894,2894
10,prasle,10,60,3156,63034,3034
